RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.352816e+00	8.017160e+01
2	4.534928e+00	8.323851e+01
3	4.643544e+00	8.526544e+01
4	4.729981e+00	8.779063e+01
5	4.742089e+00	8.781039e+01
6	4.701163e+00	8.742077e+01
7	4.728798e+00	8.711069e+01
8	4.729136e+00	8.794768e+01
9	4.788675e+00	8.945488e+01
10	4.818811e+00	9.033419e+01
11	4.782500e+00	8.995583e+01
12	4.770390e+00	9.045748e+01
13	4.761511e+00	9.065830e+01
14	4.784655e+00	9.062495e+01
15	4.804821e+00	9.091926e+01
16	4.826443e+00	9.124154e+01
17	4.778438e+00	8.973744e+01
18	4.815105e+00	8.966704e+01
19	4.837741e+00	9.053723e+01
20	4.837929e+00	9.059560e+01
