RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.739435e+02	1.218020e-01	3.952369e-01	2.703429e-01	1.086327e-01	7.961625e-02
3	-1.829761e+02	1.090226e-01	3.960370e-01	2.770387e-01	1.093001e-01	8.765782e-02
4	-1.870736e+02	1.013570e-01	3.959898e-01	2.810867e-01	1.095007e-01	9.312812e-02
5	-1.902639e+02	9.320728e-02	3.924882e-01	2.866808e-01	1.095901e-01	1.012508e-01
6	-1.902346e+02	9.294606e-02	3.933834e-01	2.864225e-01	1.095624e-01	1.009464e-01
7	-1.900248e+02	9.466013e-02	3.916543e-01	2.863338e-01	1.096370e-01	1.005897e-01
8	-1.895466e+02	9.496462e-02	3.951483e-01	2.846742e-01	1.095428e-01	9.838280e-02
9	-1.903958e+02	9.282367e-02	3.917907e-01	2.871651e-01	1.095988e-01	1.019511e-01
10	-1.909629e+02	8.805390e-02	3.906730e-01	2.898937e-01	1.094670e-01	1.064396e-01
11	-1.909159e+02	8.542600e-02	3.897560e-01	2.914817e-01	1.093521e-01	1.091663e-01
12	-1.909592e+02	8.693160e-02	3.882732e-01	2.914166e-01	1.094470e-01	1.087841e-01
13	-1.907862e+02	8.591436e-02	3.854174e-01	2.930640e-01	1.094161e-01	1.113476e-01
14	-1.906526e+02	8.557589e-02	3.839549e-01	2.938189e-01	1.094029e-01	1.125195e-01
15	-1.907518e+02	8.527783e-02	3.859417e-01	2.931325e-01	1.093754e-01	1.115726e-01
16	-1.906564e+02	8.424778e-02	3.864725e-01	2.933723e-01	1.093087e-01	1.121325e-01
17	-1.905212e+02	8.313900e-02	3.870228e-01	2.936357e-01	1.092331e-01	1.127544e-01
18	-1.909773e+02	8.753120e-02	3.887750e-01	2.909323e-01	1.094702e-01	1.079878e-01
19	-1.909598e+02	8.710202e-02	3.919732e-01	2.897858e-01	1.094052e-01	1.064631e-01
20	-1.908727e+02	8.463699e-02	3.905076e-01	2.915242e-01	1.093001e-01	1.093860e-01
