RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.053419e+00	7.914258e+01
2	4.132452e+00	8.152839e+01
3	4.325545e+00	8.365775e+01
4	4.603952e+00	8.720395e+01
5	4.554662e+00	8.677169e+01
6	4.024368e+00	8.377293e+01
7	4.230629e+00	8.378386e+01
8	4.189950e+00	8.435440e+01
9	4.717182e+00	8.804665e+01
10	5.003673e+00	9.056033e+01
11	4.642954e+00	8.896293e+01
12	4.575770e+00	8.918198e+01
13	4.523849e+00	8.901610e+01
14	4.707965e+00	8.955726e+01
15	4.924819e+00	9.091922e+01
16	5.164616e+00	9.256409e+01
17	4.533822e+00	8.847179e+01
18	4.980938e+00	8.993266e+01
19	5.256545e+00	9.243624e+01
20	5.322707e+00	9.314131e+01
