RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.725652e+02	1.325763e-01	3.740890e-01	2.739717e-01	1.090969e-01	8.366692e-02
3	-1.801362e+02	1.232801e-01	3.694004e-01	2.812396e-01	1.098402e-01	9.233896e-02
4	-1.851291e+02	1.124087e-01	3.764173e-01	2.839532e-01	1.099795e-01	9.599121e-02
5	-1.900014e+02	9.700319e-02	3.845949e-01	2.882148e-01	1.098349e-01	1.028175e-01
6	-1.896205e+02	9.907749e-02	3.822978e-01	2.881795e-01	1.099099e-01	1.025396e-01
7	-1.826781e+02	1.196041e-01	3.490906e-01	2.918532e-01	1.102789e-01	1.069430e-01
8	-1.850375e+02	1.142870e-01	3.675649e-01	2.868010e-01	1.101589e-01	9.972485e-02
9	-1.853992e+02	1.136619e-01	3.613902e-01	2.897432e-01	1.102574e-01	1.038425e-01
10	-1.904992e+02	9.278214e-02	3.904301e-01	2.877668e-01	1.096284e-01	1.027649e-01
11	-1.903439e+02	8.206608e-02	4.033928e-01	2.872522e-01	1.089429e-01	1.040496e-01
12	-1.907032e+02	9.178865e-02	3.807577e-01	2.923113e-01	1.097383e-01	1.092522e-01
13	-1.902394e+02	9.246592e-02	3.743399e-01	2.946478e-01	1.097936e-01	1.125909e-01
14	-1.898421e+02	9.386684e-02	3.706406e-01	2.955159e-01	1.098539e-01	1.137123e-01
15	-1.908698e+02	8.916322e-02	3.837713e-01	2.922711e-01	1.095987e-01	1.096106e-01
16	-1.906946e+02	8.238710e-02	3.959663e-01	2.902505e-01	1.091008e-01	1.080734e-01
17	-1.890667e+02	7.527890e-02	4.084956e-01	2.881033e-01	1.084081e-01	1.069306e-01
18	-1.901078e+02	9.506556e-02	3.736326e-01	2.937337e-01	1.099049e-01	1.108859e-01
19	-1.902921e+02	8.388540e-02	4.039665e-01	2.861700e-01	1.090124e-01	1.022180e-01
20	-1.882307e+02	7.439867e-02	4.157532e-01	2.853946e-01	1.081725e-01	1.035744e-01
