RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.744468e+02	1.205600e-01	3.965363e-01	2.704426e-01	1.086367e-01	7.975389e-02
3	-1.836953e+02	1.072721e-01	3.972166e-01	2.774421e-01	1.093044e-01	8.825007e-02
4	-1.877209e+02	9.986164e-02	3.959641e-01	2.818632e-01	1.095180e-01	9.424073e-02
5	-1.901167e+02	9.393341e-02	3.924201e-01	2.863580e-01	1.096054e-01	1.007209e-01
6	-1.904457e+02	9.237744e-02	3.921801e-01	2.872129e-01	1.095795e-01	1.020808e-01
7	-1.905603e+02	9.174406e-02	3.920426e-01	2.875753e-01	1.095670e-01	1.026620e-01
8	-1.905525e+02	9.174220e-02	3.921591e-01	2.875265e-01	1.095644e-01	1.025966e-01
9	-1.908332e+02	9.042958e-02	3.899377e-01	2.890945e-01	1.095698e-01	1.049325e-01
10	-1.909589e+02	8.866762e-02	3.871863e-01	2.910745e-01	1.095416e-01	1.079870e-01
11	-1.909170e+02	8.757965e-02	3.859218e-01	2.921013e-01	1.095030e-01	1.096430e-01
12	-1.909377e+02	8.779887e-02	3.863698e-01	2.918146e-01	1.095097e-01	1.091927e-01
13	-1.908603e+02	8.713541e-02	3.850607e-01	2.926608e-01	1.094867e-01	1.105311e-01
14	-1.908063e+02	8.686653e-02	3.843789e-01	2.930648e-01	1.094765e-01	1.111677e-01
15	-1.908301e+02	8.692383e-02	3.847323e-01	2.928927e-01	1.094775e-01	1.109066e-01
16	-1.907917e+02	8.664789e-02	3.844178e-01	2.931473e-01	1.094640e-01	1.113289e-01
17	-1.907534e+02	8.629488e-02	3.842965e-01	2.933563e-01	1.094444e-01	1.117011e-01
18	-1.909539e+02	8.772546e-02	3.870627e-01	2.915592e-01	1.094991e-01	1.088414e-01
19	-1.909636e+02	8.796051e-02	3.874024e-01	2.913096e-01	1.095067e-01	1.084443e-01
20	-1.909002e+02	8.695566e-02	3.862004e-01	2.922693e-01	1.094683e-01	1.099990e-01
