	compo_cost_devi	compo_cost_devi10	compo_cost_aver5	compo_cost_devi25	compo_cost_aver25	compo_cost_speed	compo_cost_monoto	compo_con_devi	compo_con_devi10	compo_con_aver5	compo_con_devi25	compo_con_aver25	compo_con_speed	compo_con_monoto	compo_u1_devi	compo_u1_devi10	compo_u1_aver5	compo_u1_devi25	compo_u1_aver25	compo_u1_speed	compo_u1_monoto	compo_u2_devi	compo_u2_devi10	compo_u2_aver5	compo_u2_devi25	compo_u2_aver25	compo_u2_speed	compo_u2_monoto	compo_last_r	penalty_cost_devi	penalty_cost_devi10	penalty_cost_aver5	penalty_cost_devi25	penalty_cost_aver25	penalty_cost_speed	penalty_cost_monoto	penalty_con_devi	penalty_con_devi10	penalty_con_aver5	penalty_con_devi25	penalty_con_aver25	penalty_con_speed	penalty_con_monoto	penalty_u1_devi	penalty_u1_devi10	penalty_u1_aver5	penalty_u1_devi25	penalty_u1_aver25	penalty_u1_speed	penalty_u1_monoto	penalty_u2_devi	penalty_u2_devi10	penalty_u2_aver5	penalty_u2_devi25	penalty_u2_aver25	penalty_u2_speed	penalty_u2_monoto	penalty_last_r
N_R2	2.0647432	2.0647149999999996	0.00018574000000000644	1.7000000000488846e-06	2.600000000074765e-07	4	2.6560000000230843e-05	0.11326136190000001	0.1110192713	0.00011369376	0.0005386220999999999	0.00010772441999999999	1	7.746331999994305e-05	0.9634836	0.9632069999999999	0.0010228000000000125	9.900000000007125e-06	8.200000000124774e-07	4	0.3113647199999997	0.66474009	0.6645313900000003	0.0008396999999999877	7.799999999891227e-06	7.9999999980096e-08	3	0.2647452800000006	0.0007421875	2.0657960999999965	2.0650499000000004	0.00022486000000001004	0.00018650000000008937	3.7300000000017874e-05	4	0.0	0.11000022366545706	0.11000008832172499	-6.7729774000000016e-09	3.3836014e-08	-6.7672028e-09	1	4.5837210194132894e-08	0.9643720000000005	0.9632884	0.0010778599999999971	0.00026250000000005436	5.250000000001087e-05	4	0.31135400000000013	0.6654477200000006	0.6644639200000001	0.0007914199999999871	0.00023049999999996684	-4.609999999999337e-05	3	0.26476640000000023	0.30000000000000004
N_R3	2.7548745	2.7548359	0.0004894200000000126	1.4799999999953739e-05	-1.9599999999841968e-06	4	3.994000000040465e-05	0.11340475159999998	0.11113675819999998	0.00011369574	0.0005713483	0.00011426966	1	0.0007979606599999856	1.426445	1.4260699	-0.0016446399999999971	1.6999999999989246e-05	-1.7599999999950987e-06	4	0.21830393999999986	0.9403630099999997	0.9400604099999998	-0.0013690200000000207	1.6099999999963366e-05	1.1799999999784205e-06	4	0.1837415799999998	0.0021875	2.7559656999999964	2.7552191	0.0005284800000000034	0.00018650000000008937	3.7300000000017874e-05	4	4.440892098500626e-16	0.11033075384206004	0.11033061849747498	-6.763757799999999e-09	3.3836014e-08	-6.7672028e-09	1	0.0006610982171191826	1.4273625999999997	1.4261479	-0.001589459999999987	0.00026250000000005436	5.250000000001087e-05	4	0.2182364	0.9410160400000007	0.9400007400000001	-0.0014173400000000226	0.00023049999999996684	-4.609999999999337e-05	4	0.183699	0.18
N_R4	3.7613106000000003	3.7612807999999998	0.007503940000000009	5.300000000013627e-06	-7.399999999935236e-07	6	3.465999999940905e-05	0.16323586150000005	0.1610071894	0.00011200342000000001	0.0005532655	0.0001106531	2	9.971689999996314e-05	2.239522599999998	2.2382209999999993	-0.006296040000000003	2.230000000003063e-05	4.460000000006125e-06	6	0.15901056000000002	1.4839252220000003	1.4828521220000002	-0.005475380000000018	1.3399999999941237e-05	2.679999999988247e-06	5	0.1330132799999998	0.0006054687500000001	3.937195499999997	3.9364456000000003	0.008875660000000007	0.00018650000000008937	3.7300000000017874e-05	6	2.220446049250313e-16	0.12002922942520375	0.12002909407970573	-7.6257054e-09	3.3836014e-08	-6.7672028e-09	1	0.016749206548250226	2.3238094999999976	2.3221372	-0.00432267999999999	0.00026250000000005436	5.250000000001087e-05	5	0.10981600000000002	1.4949790990000007	1.493598999	-0.003787700000000005	0.00023049999999996684	-4.609999999999337e-05	5	0.09141420000000006	0.18
N_P0	1.2131337000000004	1.2131136000000002	6.7200000000045e-06	3.200000000036507e-06	6.400000000073014e-07	2	2.9040000000035704e-05	0.11318521459999999	0.1109797947	0.00010858818000000002	0.0005330297	0.00010660594	1	8.074174000001488e-05	0.1593682999999999	0.1591862	0.00019402000000000584	8.500000000022379e-06	1.7000000000044758e-06	2	0.1402986999999999	0.13561729999999989	0.13546360000000002	0.00015971999999996321	5.599999999883476e-06	1.1199999999766952e-06	1	0.11412338	0.00075683592	1.2142058000000004	1.2134598	4.4080000000007445e-05	0.00018650000000008937	3.7300000000017874e-05	2	0.0	0.11000020352937108	0.110000068185374	-6.768095e-09	3.3836015e-08	-6.7672030000000005e-09	1	1.4785011978601936e-08	0.16023650000000017	0.15920100000000004	0.00024660000000000795	0.00026250000000005436	5.250000000001087e-05	2	0.14028540000000012	0.13643860000000013	0.1355048000000001	0.00011355999999996813	0.00023049999999996684	-4.609999999999337e-05	1	0.11412199999999995	0.096875
N_P1	1.2131337000000004	1.2131136000000002	6.7200000000045e-06	3.200000000036507e-06	6.400000000073014e-07	2	2.9040000000035704e-05	0.11318521459999999	0.1109797947	0.00010858818000000002	0.0005330297	0.00010660594	1	8.074174000001488e-05	0.1593682999999999	0.1591862	0.00019402000000000584	8.500000000022379e-06	1.7000000000044758e-06	2	0.1402986999999999	0.13561729999999989	0.13546360000000002	0.00015971999999996321	5.599999999883476e-06	1.1199999999766952e-06	1	0.11412338	0.00075683592	1.2142058000000004	1.2134598	4.4080000000007445e-05	0.00018650000000008937	3.7300000000017874e-05	2	0.0	0.11000018739478193	0.110000063198186	-6.210732199999999e-09	3.1049165000000005e-08	-6.209833000000001e-09	1	1.4845185983269893e-08	0.16023650000000017	0.15920100000000004	0.00024660000000000795	0.00026250000000005436	5.250000000001087e-05	2	0.14028540000000012	0.13643860000000013	0.1355048000000001	0.00011355999999996813	0.00023049999999996684	-4.609999999999337e-05	1	0.11412199999999995	0.3875
N_P2	1.2131299000000004	1.2131136000000002	6.7200000000045e-06	2.300000000010627e-06	-5.999999999062311e-08	2	1.8540000000122348e-05	0.11317373669999997	0.1109797947	0.00010858818000000002	0.0005430706	0.00010861412	1	5.3466519999989526e-05	0.15935169999999993	0.1591862	0.00019402000000000584	4.500000000018378e-06	8.600000000025255e-07	2	0.1402886399999999	0.13561069999999986	0.13546360000000002	0.00015971999999996321	7.699999999888352e-06	1.5399999999776704e-06	1	0.11412065999999998	0.000189208968	1.2142058000000004	1.2134598	4.4080000000007445e-05	0.00018650000000008937	3.7300000000017874e-05	2	0.0	0.11000001210559551	0.1100000095456486	1.2749582e-10	6.399780000000001e-10	1.2799560000000002e-10	1	1.7400499596753605e-08	0.16023650000000017	0.15920100000000004	0.00024660000000000795	0.00026250000000005436	5.250000000001087e-05	2	0.14028540000000012	0.13643870000000013	0.1355049000000001	0.00011355999999996813	0.00023049999999996684	-4.609999999999337e-05	1	0.11412219999999995	0.2875
N_P3	1.2131303000000002	1.2131136000000002	6.7200000000045e-06	2.4999999999886224e-06	-3.399999999931236e-07	2	1.7460000000024678e-05	0.11317735099999998	0.1109797947	0.00010858818000000002	0.0005471984	0.00010943967999999999	1	5.26404799999769e-05	0.15934969999999993	0.1591862	0.00019402000000000584	2.4000000000135024e-06	4.4000000000155025e-07	2	0.1402886599999999	0.13561199999999984	0.13546360000000002	0.00015971999999996321	9.099999999873098e-06	1.8199999999746197e-06	1	0.11411977999999995	9.4604486e-05	1.2142057000000006	1.2134597000000003	4.406000000000687e-05	0.00018650000000008937	3.7300000000017874e-05	2	0.0	0.11000068044240771	0.11000019943984071	2.4815390000000003e-08	1.08634597e-07	2.17269194e-08	1	7.900364400181825e-08	0.1599744999999999	0.15920100000000004	0.00024660000000000795	0.00027500000000008074	5.500000000001615e-05	2	0.1402579000000001	0.1366533000000006	0.1355049000000001	0.00011355999999996813	0.00022000000000005349	-4.40000000000107e-05	1	0.11409959999999997	2.36511244e-05
N_P4	1.213138	1.2131136000000002	6.7200000000045e-06	4.400000000015503e-06	1.2000000000345067e-07	2	2.3619999999668906e-05	0.11320489969999996	0.1109797947	0.00010858818000000002	0.0005409298	0.00010818596000000001	1	6.820726000000832e-05	0.15933240000000004	0.1591862	0.00019402000000000584	1.8299999999971117e-05	-3.6599999999942233e-06	2	0.14029446000000018	0.13559290000000002	0.13546360000000002	0.00015971999999996321	8.30000000012765e-06	-1.6200000000243797e-06	1	0.11412432000000011	0.000189208968	4.660165530000001	2.12751273	-0.1254436	0.6331859699999999	-0.12663719399999998	1	8.060000002974022e-07	16.572045219999996	4.49516582	0.5924582600000001	3.0194472	0.60388944	29	0.10994161999999996	6.981767199999998	2.0847819999999997	-0.24255127999999998	1.2242579	-0.24485158	29	0.03016192000000001	7.011723199999999	2.0949082	0.24423323999999996	1.2292381	0.24584762	29	0.013700280000000009	0.000189208968
N_P5	1.213138	1.2131136000000002	6.7200000000045e-06	4.400000000015503e-06	1.2000000000345067e-07	2	2.3619999999668906e-05	0.11320489969999996	0.1109797947	0.00010858818000000002	0.0005409298	0.00010818596000000001	1	6.820726000000832e-05	0.15933240000000004	0.1591862	0.00019402000000000584	1.8299999999971117e-05	-3.6599999999942233e-06	2	0.14029446000000018	0.13559290000000002	0.13546360000000002	0.00015971999999996321	8.30000000012765e-06	-1.6200000000243797e-06	1	0.11412432000000011	0.000189208968	5.245048106921459	2.337730724507999	-0.1452447707016	0.726829491211938	-0.1453658982423876	29	7.708567117958864e-11	27.367849400000004	7.3728393	0.9768625	4.9994674	0.9998934800000001	29	8.619999999792682e-06	10.484140834709999	3.1173202590000004	-0.3642930658	1.84178540395	-0.36835708078999996	29	2.0122299999869586e-06	11.11227076932	3.2544246809	0.38953302418	1.96457386352	0.392914772704	0	1.669779600005361e-05	0.000378417952
N_PF0	2.599863499999999	2.5998414	6.600000000078765e-07	5.600000000022254e-06	-5.199999999871974e-07	2	3.2180000000270326e-05	2.0351519012000026	2.0329284870000013	0.00010835110000000001	0.000549858	0.0001099716	3	9.477479999997485e-05	0.4617105000000001	0.4615608	5.846000000000462e-05	1.180000000000625e-05	-7.599999999996499e-07	1	0.01811834000000001	0.41101980000000005	0.41089820000000005	4.807999999998369e-05	9.899999999951614e-06	-1.4000000002623026e-07	1	0.007954740000000016	0.001953125	2.6008482999999956	2.6001022999999996	3.79200000000135e-05	0.00018650000000008937	3.7300000000017874e-05	2	0.0	2.0321702030156157	2.032170067671579	-6.7674612e-09	3.3836015e-08	-6.7672030000000005e-09	3	1.4432011141707335e-11	0.4626462000000002	0.4616008999999999	0.00011092000000000324	0.00026250000000005436	5.250000000001087e-05	1	0.018087399999999976	0.4118938000000001	0.4109684	2.039999999980946e-06	0.00023049999999996684	-4.609999999999337e-05	1	0.008015399999999673	0.3875
N_PF1	2.5998565999999994	2.5998414	6.600000000078765e-07	1.6000000000182535e-06	1.200000000090018e-07	2	1.7819999999613145e-05	2.035120902800002	2.0329284870000013	0.00010835110000000001	0.000540377	0.0001080754	3	5.18238999998033e-05	0.4616987000000001	0.4615608	5.846000000000462e-05	4.699999999968618e-06	-9.399999999937236e-07	1	0.018105460000000018	0.41100490000000023	0.41089820000000005	4.807999999998369e-05	4.400000000071014e-06	-6.400000000295059e-07	1	0.007936840000000278	0.000378417952	2.600848199999996	2.6001022000000003	3.79200000000135e-05	0.00018650000000008937	3.7300000000017874e-05	2	0.0	2.0321701279690356	2.0321700037723938	-6.210092999999999e-09	3.1049165000000005e-08	-6.209833000000001e-09	3	1.4552359317576702e-11	0.46264610000000017	0.4616007999999999	0.00011092000000000324	0.00026250000000005436	5.250000000001087e-05	1	0.018087399999999976	0.4118937000000001	0.4109683	2.039999999980946e-06	0.00023049999999996684	-4.609999999999337e-05	1	0.008015599999999679	2.3
N_PF2	2.5998565999999994	2.5998414	6.600000000078765e-07	1.6000000000182535e-06	1.200000000090018e-07	2	1.7819999999613145e-05	2.035120902800002	2.0329284870000013	0.00010835110000000001	0.000540377	0.0001080754	3	5.18238999998033e-05	0.4616987000000001	0.4615608	5.846000000000462e-05	4.699999999968618e-06	-9.399999999937236e-07	1	0.018105460000000018	0.41100490000000023	0.41089820000000005	4.807999999998369e-05	4.400000000071014e-06	-6.400000000295059e-07	1	0.007936840000000278	0.000378417952	2.600848199999996	2.6001022000000003	3.79200000000135e-05	0.00018650000000008937	3.7300000000017874e-05	2	0.0	2.032170013436508	2.0321700108765857	1.2785078e-10	6.399781e-10	1.2799562e-10	3	8.093525849517391e-12	0.46264590000000017	0.4616007999999999	0.00011092000000000324	0.00026250000000005436	5.250000000001087e-05	1	0.018087399999999976	0.4118938000000001	0.4109684	2.039999999980946e-06	0.00023049999999996684	-4.609999999999337e-05	1	0.008015399999999673	0.3875
N_PF3	2.599856999999999	2.5998414	6.600000000078765e-07	2.000000000002e-06	-1.1999999999234845e-07	2	1.708000000011367e-05	2.0351243790000013	2.0329284870000013	0.00010835110000000001	0.0005438532	0.00010877064000000001	3	4.98117599996295e-05	0.4617003000000001	0.4615608	5.846000000000462e-05	6.499999999964867e-06	-1.2999999999929735e-06	1	0.018104500000000134	0.41100390000000014	0.41089820000000005	4.807999999998369e-05	3.199999999980996e-06	-2.4000000002910583e-07	1	0.00793624000000026	0.000189208968	2.6008482999999956	2.6001022999999996	3.79200000000135e-05	0.00018650000000008937	3.7300000000017874e-05	2	0.0	2.032170671656511	2.0321701909026095	2.4822125999999996e-08	1.08376262e-07	2.16752524e-08	3	3.496463318874987e-08	0.4628583000000003	0.4616007999999999	0.00011090000000000267	0.00026480000000000947	5.296000000000189e-05	1	0.018071159999999864	0.41171800000000075	0.4109684	2.039999999980946e-06	0.00022830000000012562	-4.5660000000025126e-05	1	0.00800185999999986	3.5095217e-05
N_PF4	2.5998628	2.5998414	6.600000000078765e-07	5.600000000022254e-06	-5.599999999883476e-07	2	1.8940000001244073e-05	2.035151670400002	2.0329284870000013	0.00010835110000000001	0.000550626	0.00011012520000000001	3	5.551469999987013e-05	0.4616274000000001	0.4615608	5.846000000000462e-05	5.200000000038507e-06	-1.0400000000077014e-06	1	0.018105060000000006	0.4109682	0.41089820000000005	4.807999999998369e-05	5.700000000108396e-06	-1.100000000020529e-06	1	0.007940800000000081	0.00075683592	5.934950319999997	3.4025217199999997	-0.12359870599999997	0.6331812499999998	-0.12663624999999995	2	1.3200000008595225e-06	17.71722882	5.642586120000001	0.57577692	3.0194	0.60388	29	1.3199999999491396e-05	7.0668378999999995	2.1705434	-0.23968925999999996	1.2241795	-0.2448359	1	9.299999999989872e-06	7.053885799999998	2.1372842	0.24102007999999997	1.2292547999999999	0.24585095999999998	1	9.13999999963e-06	0.000378417952
N_PF5	2.5998628	2.5998414	6.600000000078765e-07	5.600000000022254e-06	-5.599999999883476e-07	2	1.8940000001244073e-05	2.035151670400002	2.0329284870000013	0.00010835110000000001	0.000550626	0.00011012520000000001	3	5.551469999987013e-05	0.4616274000000001	0.4615608	5.846000000000462e-05	5.200000000038507e-06	-1.0400000000077014e-06	1	0.018105060000000006	0.4109682	0.41089820000000005	4.807999999998369e-05	5.700000000108396e-06	-1.100000000020529e-06	1	0.007940800000000081	0.00075683592	6.472241194351514	3.5649264242350003	-0.144711664847	0.7268294880496109	-0.1453658976099222	2	2.245461594441167e-10	27.89332504000001	7.90450854	0.94304558	4.9992667	0.9998533399999999	29	6.7599999997725035e-06	10.370748564039998	3.0048742010000002	-0.35880395819999994	1.84177755648	-0.368355511296	1	6.53287399987601e-06	11.008819764039995	3.1521214009999996	0.3833451582	1.9644835564799998	0.39289671129599996	1	6.532873999987032e-06	0.00075683592
N_PIF0	1.3157379900000001	1.3157185900000001	1.8000000000517603e-07	2.9000000000278803e-06	5.800000000055761e-07	2	0.26215756000000057	2.9575748380000015	2.955369727200001	0.00010835110000000001	0.0005337887	0.00010675774	2	8.051464000002895e-05	0.4809231000000001	0.48078410000000005	2.3039999999996398e-05	6.300000000014627e-06	1.2600000000029254e-06	1	0.019790240000000014	0.37176594999999985	0.37164635	1.8959999999967892e-05	4.499999999851845e-06	8.999999999703689e-07	1	0.007033700000000087	0.00075683592	1.6723847000000005	1.6716386	0.00016298000000000145	0.00018650000000008937	3.7300000000017874e-05	4	0.0	2.3064708873608573	2.306470752017068	-6.771735399999999e-09	3.3836015e-08	-6.7672030000000005e-09	2	6.371378979963538e-10	0.9043900000000005	0.9033315000000002	0.0008912600000000048	0.00026250000000005436	5.250000000001087e-05	3	0.6139048000000003	0.4385080000000001	0.4375355	0.0006400599999999868	0.00023049999999996684	-4.609999999999337e-05	3	0.48203059999999975	2.3
