RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.664827e+02	1.346955e-01	3.858779e-01	2.672780e-01	1.081975e-01	7.632449e-02
3	-1.755248e+02	1.255669e-01	3.823890e-01	2.741442e-01	1.091431e-01	8.378711e-02
4	-1.816353e+02	1.169188e-01	3.821155e-01	2.790403e-01	1.096283e-01	8.967567e-02
5	-1.876438e+02	1.045094e-01	3.845405e-01	2.844963e-01	1.098646e-01	9.715070e-02
6	-1.884352e+02	1.025482e-01	3.841004e-01	2.856808e-01	1.098871e-01	9.885999e-02
7	-1.878077e+02	1.057281e-01	3.781803e-01	2.866263e-01	1.100231e-01	9.987013e-02
8	-1.881331e+02	1.046169e-01	3.791743e-01	2.867604e-01	1.100040e-01	1.001287e-01
9	-1.886977e+02	1.031449e-01	3.777310e-01	2.881149e-01	1.100318e-01	1.020770e-01
10	-1.906829e+02	9.290971e-02	3.850573e-01	2.899851e-01	1.097299e-01	1.057881e-01
11	-1.909793e+02	8.717633e-02	3.900928e-01	2.905427e-01	1.094364e-01	1.075048e-01
12	-1.909166e+02	8.997565e-02	3.871174e-01	2.904969e-01	1.095974e-01	1.069531e-01
13	-1.909019e+02	9.008052e-02	3.854777e-01	2.911357e-01	1.096223e-01	1.078367e-01
14	-1.908462e+02	9.075454e-02	3.838686e-01	2.914954e-01	1.096677e-01	1.082401e-01
15	-1.909169e+02	8.969675e-02	3.856442e-01	2.912440e-01	1.096043e-01	1.080531e-01
16	-1.909674e+02	8.689207e-02	3.888408e-01	2.911975e-01	1.094386e-01	1.084805e-01
17	-1.908012e+02	8.344060e-02	3.929946e-01	2.910233e-01	1.092026e-01	1.089272e-01
18	-1.909446e+02	8.932527e-02	3.880032e-01	2.904273e-01	1.095591e-01	1.069636e-01
19	-1.909392e+02	8.645936e-02	3.931760e-01	2.895747e-01	1.093568e-01	1.062917e-01
20	-1.905804e+02	8.154321e-02	3.976185e-01	2.899340e-01	1.090255e-01	1.078244e-01
