RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.113863e+00	7.790438e+01
2	4.202800e+00	8.014303e+01
3	4.312435e+00	8.217977e+01
4	4.499086e+00	8.515323e+01
5	4.522314e+00	8.570578e+01
6	4.428549e+00	8.524699e+01
7	4.451896e+00	8.547449e+01
8	4.459522e+00	8.596097e+01
9	4.666123e+00	8.835378e+01
10	4.796130e+00	8.976352e+01
11	4.727263e+00	8.909554e+01
12	4.710553e+00	8.916917e+01
13	4.686047e+00	8.907005e+01
14	4.717630e+00	8.927455e+01
15	4.788453e+00	8.993189e+01
16	4.879730e+00	9.076395e+01
17	4.744960e+00	8.923601e+01
18	4.836177e+00	8.979147e+01
19	4.954108e+00	9.109291e+01
20	4.981810e+00	9.122265e+01
