RTO_iter	profit	XFr_A_unmodified	XFr_A	XFr_B_unmodified	XFr_B	XFr_E_unmodified	XFr_E	XFr_P_unmodified	XFr_P	XFr_G_unmodified	XFr_G	Ka1	Ka2	Kb1	Kb2	XFr_A_eps	Fb_XFr_A_lam	Tr_XFr_A_lam	XFr_B_eps	Fb_XFr_B_lam	Tr_XFr_B_lam	XFr_E_eps	Fb_XFr_E_lam	Tr_XFr_E_lam	XFr_P_eps	Fb_XFr_P_lam	Tr_XFr_P_lam	XFr_G_eps	Fb_XFr_G_lam	Tr_XFr_G_lam
10	-1.924873e+02	8.082219e-02	9.291465e-02	3.660574e-01	3.849345e-01	3.038099e-01	2.899982e-01	1.032022e-01	1.099726e-01	1.461083e-01	1.057344e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.210502e-02	5.430955e-03	2.143936e-04	1.911095e-02	8.207143e-03	-2.534515e-04	-1.364985e-02	-1.035237e-02	1.001040e-03	6.495252e-03	-3.575688e-03	1.076902e-03	-4.022813e-02	3.840035e-04	-1.446920e-03
11	-1.922182e+02	7.396628e-02	8.707960e-02	3.701570e-01	3.899776e-01	3.039943e-01	2.904097e-01	1.020544e-01	1.096030e-01	1.498281e-01	1.076101e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.300005e-02	6.551497e-03	3.118797e-04	1.989934e-02	8.558053e-03	-1.843368e-04	-1.335059e-02	-9.321112e-03	1.036533e-03	7.444844e-03	-4.868501e-03	9.289491e-04	-4.243221e-02	1.266835e-03	-1.335098e-03
12	-1.920753e+02	7.731883e-02	8.965936e-02	3.676718e-01	3.871049e-01	3.040744e-01	2.906734e-01	1.025884e-01	1.097480e-01	1.483465e-01	1.067189e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.265968e-02	5.049458e-03	2.949896e-04	1.951771e-02	8.592009e-03	-2.270569e-04	-1.358738e-02	-8.926952e-03	1.014898e-03	6.927097e-03	-4.855909e-03	1.024729e-03	-4.131077e-02	5.158729e-04	-1.473114e-03
13	-1.903775e+02	7.749302e-02	9.009004e-02	3.662115e-01	3.855689e-01	3.044930e-01	2.911296e-01	1.024686e-01	1.095523e-01	1.493338e-01	1.079059e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.241950e-02	5.423104e-03	3.169193e-04	1.934917e-02	9.086509e-03	-3.529659e-04	-1.331813e-02	-9.022811e-03	1.034670e-03	7.089706e-03	-4.914413e-03	1.004901e-03	-4.153611e-02	1.205233e-04	-1.414197e-03
14	-1.904930e+02	7.833265e-02	9.058784e-02	3.648219e-01	3.839834e-01	3.047450e-01	2.915455e-01	1.025086e-01	1.096191e-01	1.495918e-01	1.081929e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.240719e-02	4.425553e-03	3.382759e-04	1.920570e-02	8.537864e-03	-3.234279e-04	-1.320483e-02	-8.983923e-03	1.051608e-03	7.242184e-03	-4.174594e-03	9.974645e-04	-4.137760e-02	1.140898e-03	-1.464432e-03
15	-1.915637e+02	7.703934e-02	8.965547e-02	3.663331e-01	3.857423e-01	3.045515e-01	2.912780e-01	1.023756e-01	1.096900e-01	1.497004e-01	1.080594e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.273520e-02	4.427816e-03	2.014808e-04	1.921946e-02	9.592341e-03	-2.758385e-04	-1.314250e-02	-9.926248e-03	9.755385e-04	7.154772e-03	-3.816951e-03	1.042057e-03	-4.166207e-02	3.914805e-04	-1.389368e-03
16	-1.908738e+02	7.367441e-02	8.685565e-02	3.690176e-01	3.887351e-01	3.044085e-01	2.912042e-01	1.018566e-01	1.094260e-01	1.510429e-01	1.084953e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.325157e-02	5.351200e-03	2.008169e-04	1.979097e-02	9.381730e-03	-2.407606e-04	-1.327281e-02	-7.149560e-03	1.053155e-03	7.509448e-03	-3.546651e-03	1.054771e-03	-4.254146e-02	9.978622e-04	-1.401930e-03
17	-1.911380e+02	6.956139e-02	8.346849e-02	3.725827e-01	3.930297e-01	3.040886e-01	2.910395e-01	1.011828e-01	1.092461e-01	1.525845e-01	1.089677e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.407321e-02	2.840185e-03	1.186709e-04	2.052383e-02	7.820387e-03	-2.868425e-04	-1.304875e-02	-8.287904e-03	1.059627e-03	8.255808e-03	-5.203659e-03	8.148876e-04	-4.368929e-02	9.738706e-04	-1.396673e-03
18	-1.957452e+02	7.653182e-02	9.004094e-02	3.684196e-01	3.883278e-01	3.040076e-01	2.904568e-01	1.024853e-01	1.101973e-01	1.485557e-01	1.068691e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.287744e-02	4.335476e-03	2.463869e-04	1.949430e-02	9.385013e-03	-2.027750e-04	-1.357547e-02	-7.541274e-03	1.045063e-03	7.009846e-03	-3.186853e-03	9.827456e-04	-4.149240e-02	-3.955508e-04	-1.412333e-03
19	-1.911459e+02	7.304190e-02	8.645166e-02	3.728842e-01	3.931219e-01	3.033235e-01	2.896406e-01	1.021174e-01	1.093824e-01	1.486330e-01	1.063201e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.360846e-02	2.901123e-03	2.115955e-04	2.014385e-02	8.274621e-03	-1.690288e-04	-1.385177e-02	-7.382496e-03	1.165649e-03	7.119378e-03	-3.332433e-03	1.076939e-03	-4.234400e-02	1.499855e-03	-1.400589e-03
20	-1.913492e+02	6.725193e-02	8.147791e-02	3.766833e-01	3.975830e-01	3.032218e-01	2.900164e-01	1.009948e-01	1.091228e-01	1.518481e-01	1.078582e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.441128e-02	3.148002e-03	1.033085e-04	2.096269e-02	6.657093e-03	-3.349119e-04	-1.314683e-02	-6.823182e-03	1.090441e-03	7.916683e-03	-3.435456e-03	1.004107e-03	-4.408489e-02	1.731095e-03	-1.376510e-03
