RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.640899e+02	1.337795e-01	3.929348e-01	2.644719e-01	1.077604e-01	7.342662e-02
3	-1.725473e+02	1.240715e-01	3.939654e-01	2.696418e-01	1.085468e-01	7.882223e-02
4	-1.782707e+02	1.166022e-01	3.946305e-01	2.735435e-01	1.090115e-01	8.328072e-02
5	-1.829677e+02	1.098442e-01	3.942813e-01	2.773905e-01	1.093561e-01	8.801750e-02
6	-1.851506e+02	1.059209e-01	3.945566e-01	2.793509e-01	1.094698e-01	9.061685e-02
7	-1.865650e+02	1.033490e-01	3.940355e-01	2.809246e-01	1.095483e-01	9.274208e-02
8	-1.874980e+02	1.010518e-01	3.945312e-01	2.818875e-01	1.095611e-01	9.414792e-02
9	-1.886223e+02	9.857420e-02	3.936272e-01	2.835403e-01	1.096074e-01	9.648815e-02
10	-1.896148e+02	9.567518e-02	3.930656e-01	2.852271e-01	1.096116e-01	9.900578e-02
11	-1.902078e+02	9.344077e-02	3.925788e-01	2.865289e-01	1.095924e-01	1.010161e-01
12	-1.904487e+02	9.249502e-02	3.918692e-01	2.872895e-01	1.095895e-01	1.021658e-01
13	-1.907158e+02	9.119836e-02	3.907146e-01	2.884013e-01	1.095797e-01	1.038629e-01
14	-1.908559e+02	9.022923e-02	3.897967e-01	2.892485e-01	1.095653e-01	1.051767e-01
15	-1.909192e+02	8.940464e-02	3.897228e-01	2.896661e-01	1.095364e-01	1.058898e-01
16	-1.909647e+02	8.849521e-02	3.895065e-01	2.901805e-01	1.095032e-01	1.067609e-01
17	-1.909800e+02	8.762731e-02	3.893930e-01	2.906290e-01	1.094667e-01	1.075434e-01
18	-1.909714e+02	8.825712e-02	3.894979e-01	2.902943e-01	1.094932e-01	1.069618e-01
19	-1.909740e+02	8.788313e-02	3.901367e-01	2.901986e-01	1.094677e-01	1.068947e-01
20	-1.909779e+02	8.701781e-02	3.898351e-01	2.907236e-01	1.094324e-01	1.077883e-01
