RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.059299e+00	7.743735e+01
2	4.113122e+00	7.929855e+01
3	4.198307e+00	8.096313e+01
4	4.318559e+00	8.289757e+01
5	4.357401e+00	8.369653e+01
6	4.262190e+00	8.361168e+01
7	4.317041e+00	8.410528e+01
8	4.333809e+00	8.468841e+01
9	4.494513e+00	8.612066e+01
10	4.615001e+00	8.724646e+01
11	4.576198e+00	8.727822e+01
12	4.577487e+00	8.766886e+01
13	4.573456e+00	8.790831e+01
14	4.627431e+00	8.829964e+01
15	4.703923e+00	8.889028e+01
16	4.792424e+00	8.955557e+01
17	4.666677e+00	8.869677e+01
18	4.772058e+00	8.918309e+01
19	4.865383e+00	8.995203e+01
20	4.909855e+00	9.030300e+01
