RTO_iter	u1	u2
0	1.100000e+00	1.000000e-01
1	1.040158e+00	1.988149e-02
2	8.622244e-01	-7.143963e-02
3	6.883754e-01	-1.703161e-01
4	5.202845e-01	-2.786925e-01
5	3.607800e-01	-3.993504e-01
6	5.202845e-01	-2.786925e-01
7	4.391895e-01	-3.372863e-01
8	3.996111e-01	-3.678520e-01
9	3.800968e-01	-3.834801e-01
10	3.704131e-01	-3.913842e-01
11	3.607800e-01	-3.993504e-01
12	3.655897e-01	-3.953599e-01
13	3.679989e-01	-3.933708e-01
14	3.655880e-01	-3.953613e-01
15	3.667913e-01	-3.943670e-01
16	3.673914e-01	-3.938718e-01
17	3.676880e-01	-3.936272e-01
18	3.678298e-01	-3.935103e-01
19	3.676605e-01	-3.936498e-01
20	3.674913e-01	-3.937894e-01
21	3.673222e-01	-3.939289e-01
22	3.671531e-01	-3.940684e-01
23	3.672146e-01	-3.940177e-01
24	3.671069e-01	-3.941065e-01
25	3.669993e-01	-3.941953e-01
