RTO_iter	u1	u2
0	1.100000e+00	1.000000e-01
1	2.294372e-01	-3.920573e-01
2	4.061938e-01	-3.616975e-01
3	3.328051e-01	-4.169013e-01
4	3.943485e-01	-3.691664e-01
5	3.415677e-01	-4.117442e-01
6	3.880328e-01	-3.755578e-01
7	3.480749e-01	-4.077265e-01
8	3.480749e-01	-4.077265e-01
9	3.480749e-01	-4.077265e-01
10	3.480749e-01	-4.077265e-01
11	3.480750e-01	-4.077264e-01
12	3.640714e-01	-3.956182e-01
13	3.697002e-01	-3.920082e-01
14	3.654321e-01	-3.954146e-01
15	3.654321e-01	-3.954146e-01
16	3.654322e-01	-3.954146e-01
17	3.654325e-01	-3.954143e-01
18	3.666426e-01	-3.944399e-01
19	3.680980e-01	-3.933058e-01
20	3.668468e-01	-3.943031e-01
21	3.668493e-01	-3.943011e-01
22	3.673292e-01	-3.939125e-01
23	3.675128e-01	-3.937739e-01
24	3.673589e-01	-3.938966e-01
25	3.673593e-01	-3.938963e-01
