RTO_iter	rho	tr	cost_unmodified	cost	con_unmodified	con	cost_eps	u1_cost_lam	u2_cost_lam	con_eps	u1_con_lam	u2_con_lam
0							0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	7.774266e-01	1.000000e+00	-1.200000e+01	-1.200000e+01	-2.250000e+00	-2.250000e+00	2.625000e+01	1.452000e+01	3.500000e+00	1.000000e+00	0.000000e+00	2.000000e+00
2	6.833857e-01	1.000000e+00	-6.597304e+00	4.872458e+00	-1.555299e+00	-1.299041e+00	1.355695e+01	1.043499e+01	2.571716e+00	2.562577e-01	0.000000e+00	2.000000e+00
3	4.924608e-01	1.000000e+00	-2.585258e+00	2.433659e-01	-5.883361e-01	-9.249102e-01	4.955095e+00	6.318340e+00	1.616657e+00	-3.365741e-01	0.000000e+00	2.000000e+00
4	-4.017904e-01	1.000000e+00	-2.796577e-01	-1.830417e+00	4.879989e-01	-2.073481e-01	5.810342e-01	2.203838e+00	6.328780e-01	-6.953470e-01	0.000000e+00	2.000000e+00
5	8.571482e-02	5.000000e-01	6.060505e-01	-3.746134e-01	1.559991e+00	8.815139e-09						
6	-1.136429e-01	5.000000e-01	2.905760e-01	-2.561306e-01	1.139813e+00	7.605083e-09	-3.698610e-02	1.900142e-01	1.849802e-01	-1.139813e+00	0.000000e+00	2.000000e+00
7	5.397284e-01	2.500000e-01	-2.792397e-01	-1.904889e-01	4.890991e-01	-2.166488e-01						
8	-8.866723e+00	2.500000e-01	2.390597e-02	5.321576e-02	7.922160e-01	-1.357337e-07	1.215363e-01	1.082634e+00	3.646856e-01	-7.922161e-01	0.000000e+00	2.000000e+00
9	-1.279394e+01	1.250000e-01	-2.588662e-01	1.346178e-01	4.954763e-01	-8.147586e-08						
10	-1.563018e+01	6.250000e-02	-1.126997e-01	1.436256e-01	6.386456e-01	5.080123e-09						
11	-1.417824e+01	3.125000e-02	-4.348187e-02	1.451004e-01	7.140104e-01	6.576395e-09						
12	-6.951697e+00	1.562500e-02	-9.598606e-03	1.453654e-01	7.527416e-01	1.881189e-09						
13	3.475975e+00	7.812500e-03	7.196219e-03	1.454209e-01	7.723843e-01	2.589794e-09						
14	-6.225560e-01	1.562500e-02	1.556182e-02	1.454350e-01	7.822771e-01	2.680841e-09	1.298553e-01	1.111710e+00	3.707122e-01	-7.822771e-01	0.000000e+00	2.000000e+00
15	-1.271062e-01	7.812500e-03	3.223486e-02	1.450163e-01	8.022071e-01	3.303042e-09						
16	1.249813e-01	3.906250e-03	2.390787e-02	1.452191e-01	7.922182e-01	3.087630e-09						
17	-7.745743e-01	3.906250e-03	1.973817e-02	1.453188e-01	7.872428e-01	2.975739e-09	1.256666e-01	1.097159e+00	3.676950e-01	-7.872428e-01	0.000000e+00	2.000000e+00
18	-5.212166e-01	1.953125e-03	2.390970e-02	1.453564e-01	7.922204e-01	3.005096e-09						
19	-3.935322e-01	9.765625e-04	2.182645e-02	1.453807e-01	7.897324e-01	2.945695e-09						
20	-3.298551e-01	4.882812e-04	2.078644e-02	1.453928e-01	7.884919e-01	2.917063e-09						
21	1.000000e+00	2.441406e-04	2.027033e-02	1.453987e-01	7.878768e-01	2.902786e-09						
22	-3.971828e-01	2.441406e-04	2.001977e-02	1.454016e-01	7.875782e-01	2.895839e-09	1.253860e-01	1.096177e+00	3.674916e-01	-7.875782e-01	0.000000e+00	2.000000e+00
23	1.000000e+00	1.220703e-04	2.030132e-02	1.454028e-01	7.879137e-01	2.897671e-09						
24	1.000000e+00	1.220703e-04	2.018808e-02	1.454040e-01	7.877788e-01	2.894529e-09	1.252184e-01	1.095591e+00	3.673701e-01	-7.877788e-01	0.000000e+00	2.000000e+00
25	1.000000e+00	1.220703e-04	2.035637e-02	1.454047e-01	7.879793e-01	2.895624e-09	1.250508e-01	1.095004e+00	3.672485e-01	-7.879793e-01	0.000000e+00	2.000000e+00
26	1.000000e+00	1.220703e-04	2.052465e-02	1.454056e-01	7.881799e-01	2.896717e-09	1.248834e-01	1.094418e+00	3.671270e-01	-7.881799e-01	0.000000e+00	2.000000e+00
27	-6.878971e-01	1.220703e-04	2.069290e-02	1.454065e-01	7.883804e-01	2.897810e-09	1.247161e-01	1.093832e+00	3.670055e-01	-7.883804e-01	0.000000e+00	2.000000e+00
28	1.000000e+00	6.103516e-05	2.086113e-02	1.454075e-01	7.885810e-01	2.898902e-09						
29	1.000000e+00	6.103516e-05	2.081772e-02	1.454079e-01	7.885292e-01	2.897698e-09	1.245920e-01	1.093397e+00	3.669153e-01	-7.885292e-01	0.000000e+00	2.000000e+00
30		6.103516e-05	2.094253e-02	1.454087e-01	7.886781e-01	2.898508e-09	1.244680e-01	1.092962e+00	3.668252e-01	-7.886781e-01	0.000000e+00	2.000000e+00
