RTO_iter	rho	tr	cost_unmodified	cost	con_unmodified	con	cost_eps	u1_cost_lam	u2_cost_lam	con_eps	u1_con_lam	u2_con_lam
0							0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	9.430478e-01	1.000000e+00	1.250000e+01	1.250000e+01	-2.250000e+00	-2.250000e+00	1.750000e+00	5.000000e-01	3.500000e+00	1.000000e+00	0.000000e+00	2.000000e+00
2	7.949960e-01	2.000000e+00	6.983054e+00	6.503572e+00	-1.642297e+00	-1.671288e+00	-3.830514e-02	-1.449576e-02	2.642507e+00	-2.899152e-02	0.000000e+00	2.000000e+00
3	1.492059e+00	2.000000e+00	1.539117e+00	-8.211050e-01	9.647113e-01	-8.412975e-01	-7.681909e-01	-9.030044e-01	8.507056e-01	-1.806009e+00	1.110223e-14	2.000000e+00
4	1.050475e+00	4.000000e+00	3.847793e-01	3.834117e-01	7.294228e-01	-1.212828e-01	-1.920477e-01	-4.253528e-01	4.515022e-01	-8.507056e-01	0.000000e+00	2.000000e+00
5	5.691372e-01	4.000000e+00	2.895432e-01	1.479175e-01	8.018595e-01	1.271015e-09	-1.438877e-01	-4.009297e-01	3.588852e-01	-8.018595e-01	0.000000e+00	2.000000e+00
6	5.691622e-01	4.000000e+00	2.906114e-01	1.452945e-01	7.791793e-01	4.368085e-10	-1.451614e-01	-3.895897e-01	3.726008e-01	-7.791793e-01	0.000000e+00	2.000000e+00
7	5.691539e-01	4.000000e+00	2.900518e-01	1.453830e-01	7.889239e-01	5.943056e-11	-1.446399e-01	-3.944620e-01	3.666763e-01	-7.889239e-01	0.000000e+00	2.000000e+00
8	5.691521e-01	4.000000e+00	2.902745e-01	1.453995e-01	7.847205e-01	2.205559e-10	-1.448696e-01	-3.923603e-01	3.692261e-01	-7.847205e-01	0.000000e+00	2.000000e+00
9	1.000000e+00	4.000000e+00	2.901751e-01	1.454025e-01	7.865306e-01	1.507731e-10	-1.447716e-01	-3.932653e-01	3.681270e-01	-7.865306e-01	0.000000e+00	2.000000e+00
10	1.000000e+00	4.000000e+00	2.902173e-01	1.454031e-01	7.857506e-01	1.807786e-10	-1.448140e-01	-3.928753e-01	3.686004e-01	-7.857506e-01	0.000000e+00	2.000000e+00
11	1.000000e+00	4.000000e+00	2.901990e-01	1.454032e-01	7.860866e-01	1.678391e-10	-1.447958e-01	-3.930433e-01	3.683964e-01	-7.860866e-01	0.000000e+00	2.000000e+00
12	1.000000e+00	4.000000e+00	2.902068e-01	1.454032e-01	7.859418e-01	1.734118e-10	-1.448036e-01	-3.929709e-01	3.684843e-01	-7.859418e-01	0.000000e+00	2.000000e+00
13	1.000000e+00	4.000000e+00	2.902034e-01	1.454032e-01	7.860042e-01	1.710104e-10	-1.448002e-01	-3.930021e-01	3.684465e-01	-7.860042e-01	0.000000e+00	2.000000e+00
14	1.000000e+00	4.000000e+00	2.902049e-01	1.454032e-01	7.859773e-01	1.720449e-10	-1.448017e-01	-3.929887e-01	3.684628e-01	-7.859773e-01	0.000000e+00	2.000000e+00
15	1.000000e+00	4.000000e+00	2.902043e-01	1.454032e-01	7.859889e-01	1.715993e-10	-1.448011e-01	-3.929944e-01	3.684557e-01	-7.859889e-01	0.000000e+00	2.000000e+00
16	1.000000e+00	4.000000e+00	2.902045e-01	1.454032e-01	7.859839e-01	1.717912e-10	-1.448013e-01	-3.929920e-01	3.684588e-01	-7.859839e-01	0.000000e+00	2.000000e+00
17	1.000000e+00	4.000000e+00	2.902044e-01	1.454032e-01	7.859861e-01	1.717084e-10	-1.448012e-01	-3.929930e-01	3.684575e-01	-7.859861e-01	0.000000e+00	2.000000e+00
18	1.000000e+00	4.000000e+00	2.902045e-01	1.454032e-01	7.859851e-01	1.717442e-10	-1.448013e-01	-3.929926e-01	3.684580e-01	-7.859851e-01	0.000000e+00	2.000000e+00
19	1.000000e+00	4.000000e+00	2.902045e-01	1.454032e-01	7.859855e-01	1.717287e-10	-1.448012e-01	-3.929928e-01	3.684578e-01	-7.859855e-01	0.000000e+00	2.000000e+00
20	1.000000e+00	4.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	1.717354e-10	-1.448013e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	0.000000e+00	2.000000e+00
21	1.000000e+00	4.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	1.717326e-10	-1.448012e-01	-3.929927e-01	3.684578e-01	-7.859854e-01	0.000000e+00	2.000000e+00
22	-2.000000e+00	4.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	1.717338e-10	-1.448013e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	0.000000e+00	2.000000e+00
23	1.000000e+00	2.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	1.717334e-10						
24	1.000000e+00	2.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	3.878980e-10	-1.448012e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	0.000000e+00	2.000000e+00
25	1.000000e+00	2.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	3.878980e-10	-1.448012e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	0.000000e+00	2.000000e+00
26	1.000000e+00	2.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	3.878983e-10	-1.448012e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	0.000000e+00	2.000000e+00
27	-2.000000e+00	2.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	3.878983e-10	-1.448012e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	0.000000e+00	2.000000e+00
28	1.000000e+00	1.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	3.878982e-10						
29	1.000000e+00	1.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	9.859297e-10	-1.448012e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	0.000000e+00	2.000000e+00
30		1.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	9.859297e-10	-1.448012e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	0.000000e+00	2.000000e+00
