RTO_iter	cost	con	merit
1	1.330000e+00	1.910000e+00	1.088000e+01
2	4.555173e-01	4.102882e-01	2.506958e+00
3	2.066917e-01	9.459334e-01	4.936359e+00
4	1.560215e-01	1.687207e-02	2.403819e-01
5	1.504801e-01	3.246604e-02	3.128103e-01
6	1.504801e-01	3.246604e-02	3.128103e-01
7	1.504801e-01	3.246603e-02	3.128102e-01
8	1.427721e-01	1.055522e-02	1.955482e-01
9	1.453660e-01	3.071616e-03	1.607240e-01
10	1.457017e-01	9.624911e-04	1.505141e-01
11	1.454307e-01	1.681986e-03	1.538406e-01
12	1.454307e-01	1.681983e-03	1.538406e-01
13	1.452188e-01	1.170987e-03	1.510738e-01
14	1.452889e-01	4.077149e-04	1.473275e-01
15	1.453896e-01	2.128990e-04	1.464541e-01
16	1.454330e-01	-4.946413e-05	1.454330e-01
17	1.453934e-01	1.434599e-04	1.461107e-01
18	1.453934e-01	1.434634e-04	1.461108e-01
19	1.453931e-01	1.422937e-04	1.461045e-01
20	1.453844e-01	6.035964e-05	1.456862e-01
21	1.453951e-01	2.697460e-05	1.455300e-01
22	1.454043e-01	1.254478e-05	1.454671e-01
23	1.454099e-01	5.925087e-06	1.454395e-01
24	1.454128e-01	2.840203e-06	1.454270e-01
25	1.454105e-01	3.391332e-06	1.454275e-01
26	1.454118e-01	2.024465e-06	1.454219e-01
27	1.454106e-01	2.016695e-06	1.454207e-01
28	1.454095e-01	2.017262e-06	1.454196e-01
29	1.454085e-01	2.018100e-06	1.454186e-01
30	1.454076e-01	2.020612e-06	1.454177e-01
