RTO_iter	u1	u2
0	1.100000e+00	1.000000e-01
1	1.040158e+00	1.988149e-02
2	8.626266e-01	-7.221915e-02
3	6.883465e-01	-1.703336e-01
4	5.202567e-01	-2.787118e-01
5	3.607540e-01	-3.993720e-01
6	5.202567e-01	-2.787118e-01
7	4.391625e-01	-3.373066e-01
8	3.995846e-01	-3.678730e-01
9	3.800706e-01	-3.835014e-01
10	3.703870e-01	-3.914057e-01
11	3.607539e-01	-3.993721e-01
12	3.655636e-01	-3.953814e-01
13	3.679728e-01	-3.933924e-01
14	3.655618e-01	-3.953829e-01
15	3.667651e-01	-3.943887e-01
16	3.673652e-01	-3.938934e-01
17	3.676618e-01	-3.936488e-01
18	3.678036e-01	-3.935319e-01
19	3.676343e-01	-3.936714e-01
20	3.674651e-01	-3.938110e-01
21	3.672960e-01	-3.939505e-01
22	3.671268e-01	-3.940901e-01
23	3.671882e-01	-3.940394e-01
24	3.670805e-01	-3.941283e-01
25	3.669728e-01	-3.942172e-01
