RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.739121e+02	1.218046e-01	3.953088e-01	2.703079e-01	1.086278e-01	7.957857e-02
3	-1.830714e+02	1.087910e-01	3.961995e-01	2.770895e-01	1.093007e-01	8.773225e-02
4	-1.871400e+02	1.012008e-01	3.960053e-01	2.811601e-01	1.095021e-01	9.323384e-02
5	-1.897226e+02	9.495128e-02	3.937894e-01	2.852699e-01	1.095829e-01	9.915604e-02
6	-1.900785e+02	9.344488e-02	3.938812e-01	2.859662e-01	1.095586e-01	1.002735e-01
7	-1.902014e+02	9.341963e-02	3.926953e-01	2.864890e-01	1.095891e-01	1.009663e-01
8	-1.901499e+02	9.300573e-02	3.941149e-01	2.860787e-01	1.095445e-01	1.004845e-01
9	-1.905693e+02	9.158695e-02	3.922627e-01	2.875564e-01	1.095580e-01	1.026606e-01
10	-1.908924e+02	8.904370e-02	3.915050e-01	2.890814e-01	1.094924e-01	1.051448e-01
11	-1.909683e+02	8.761540e-02	3.910074e-01	2.899558e-01	1.094430e-01	1.066048e-01
12	-1.909613e+02	8.828172e-02	3.903290e-01	2.899331e-01	1.094819e-01	1.064539e-01
13	-1.909786e+02	8.772702e-02	3.888815e-01	2.907977e-01	1.094780e-01	1.077626e-01
14	-1.909711e+02	8.753225e-02	3.881893e-01	2.911770e-01	1.094773e-01	1.083335e-01
15	-1.909789e+02	8.736696e-02	3.891989e-01	2.908301e-01	1.094571e-01	1.078737e-01
16	-1.909730e+02	8.684913e-02	3.894497e-01	2.909623e-01	1.094291e-01	1.081561e-01
17	-1.909597e+02	8.629935e-02	3.897223e-01	2.910992e-01	1.093984e-01	1.084536e-01
18	-1.909491e+02	8.850024e-02	3.905505e-01	2.897383e-01	1.094874e-01	1.061451e-01
19	-1.909198e+02	8.825226e-02	3.920939e-01	2.892016e-01	1.094515e-01	1.054478e-01
20	-1.909710e+02	8.702742e-02	3.913022e-01	2.901028e-01	1.094122e-01	1.069176e-01
