RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.730470e+02	1.319260e-01	3.741885e-01	2.742956e-01	1.091386e-01	8.402764e-02
3	-1.813470e+02	1.206746e-01	3.716246e-01	2.816670e-01	1.098733e-01	9.288054e-02
4	-1.859764e+02	1.105445e-01	3.766419e-01	2.848251e-01	1.100099e-01	9.720794e-02
5	-1.894752e+02	9.963476e-02	3.823207e-01	2.878958e-01	1.099158e-01	1.020963e-01
6	-1.897981e+02	9.831419e-02	3.824731e-01	2.884786e-01	1.098962e-01	1.030293e-01
7	-1.879177e+02	1.060608e-01	3.668788e-01	2.912498e-01	1.101975e-01	1.062822e-01
8	-1.888397e+02	1.028195e-01	3.763819e-01	2.888501e-01	1.100536e-01	1.031144e-01
9	-1.891424e+02	1.017081e-01	3.736073e-01	2.905682e-01	1.100798e-01	1.056128e-01
10	-1.907954e+02	9.120124e-02	3.887189e-01	2.892466e-01	1.096168e-01	1.050196e-01
11	-1.908730e+02	8.544984e-02	3.953727e-01	2.891109e-01	1.092723e-01	1.058494e-01
12	-1.908835e+02	8.989260e-02	3.843095e-01	2.917110e-01	1.096269e-01	1.086858e-01
13	-1.907495e+02	9.000774e-02	3.811426e-01	2.929742e-01	1.096571e-01	1.104899e-01
14	-1.906385e+02	9.052929e-02	3.793013e-01	2.934961e-01	1.096912e-01	1.111705e-01
15	-1.909320e+02	8.813571e-02	3.859351e-01	2.918416e-01	1.095304e-01	1.091714e-01
16	-1.908960e+02	8.467111e-02	3.921259e-01	2.908324e-01	1.092829e-01	1.083998e-01
17	-1.905008e+02	8.099068e-02	3.983006e-01	2.898936e-01	1.089811e-01	1.078973e-01
18	-1.907644e+02	9.055131e-02	3.814277e-01	2.926059e-01	1.096803e-01	1.098679e-01
19	-1.908362e+02	8.513786e-02	3.962839e-01	2.888686e-01	1.092411e-01	1.055797e-01
20	-1.903095e+02	8.038512e-02	4.019643e-01	2.886184e-01	1.088805e-01	1.062861e-01
