RTO_iter	cost	con	merit
1	1.330000e+00	1.100000e-01	1.330000e+00
2	1.163978e-01	1.401572e-01	1.163978e-01
3	2.909945e-02	5.876946e-01	2.909945e-02
4	7.274863e-03	7.562189e-01	7.274863e-03
5	1.818716e-03	8.944561e-01	1.818716e-03
6	4.546789e-04	9.372534e-01	4.546789e-04
7	1.136697e-04	9.734598e-01	1.136697e-04
8	2.841744e-05	9.842008e-01	2.841744e-05
9	7.104361e-06	9.933553e-01	7.104361e-06
10	1.776091e-06	9.960432e-01	1.776091e-06
11	4.440231e-07	9.983382e-01	4.440231e-07
12	1.110060e-07	9.990103e-01	1.110060e-07
13	2.775159e-08	9.995845e-01	2.775159e-08
14	6.937945e-09	9.997526e-01	6.937945e-09
15	1.734510e-09	9.998961e-01	1.734510e-09
16	4.336394e-10	9.999381e-01	4.336394e-10
17	1.084158e-10	9.999740e-01	1.084158e-10
18	2.710692e-11	9.999845e-01	2.710692e-11
19	6.778215e-12	9.999935e-01	6.778215e-12
20	1.695297e-12	9.999961e-01	1.695297e-12
21	4.241960e-13	9.999984e-01	4.241960e-13
22	1.062350e-13	9.999990e-01	1.062350e-13
23	2.665190e-14	9.999996e-01	2.665190e-14
24	6.709694e-15	9.999998e-01	6.709694e-15
25	1.700937e-15	9.999999e-01	1.700937e-15
26	4.371368e-16	9.999999e-01	4.371368e-16
27	1.153862e-16	1.000000e+00	1.153862e-16
28	3.203817e-17	1.000000e+00	3.203817e-17
29	9.757820e-18	1.000000e+00	9.757820e-18
30	3.455894e-18	1.000000e+00	3.455894e-18
