RTO_iter	u1	u2
0	-1.100000e+00	-1.000000e-01
1	-1.044773e+00	-1.833668e-01
2	-9.340097e-01	-3.498944e-01
3	-8.058583e-01	-5.034431e-01
4	-6.578373e-01	-6.379414e-01
5	-4.894898e-01	-7.459188e-01
6	-1.549636e-01	-9.652183e-01
7	5.370392e-02	-6.239590e-01
8	2.867230e-01	-2.988404e-01
9	2.171293e-01	-5.086674e-01
10	3.612315e-01	-3.699787e-01
11	2.975129e-01	-4.491823e-01
12	3.728426e-01	-3.834141e-01
13	3.369417e-01	-4.184353e-01
14	3.752293e-01	-3.862783e-01
15	3.596197e-01	-3.997877e-01
16	3.740485e-01	-3.883787e-01
17	3.615144e-01	-3.984054e-01
18	3.615145e-01	-3.984054e-01
19	3.615145e-01	-3.984053e-01
20	3.642968e-01	-3.961991e-01
21	3.691845e-01	-3.923045e-01
22	3.716235e-01	-3.903520e-01
23	3.728409e-01	-3.893751e-01
24	3.716297e-01	-3.903677e-01
25	3.704196e-01	-3.913610e-01
26	3.692104e-01	-3.923552e-01
27	3.680018e-01	-3.933504e-01
28	3.686067e-01	-3.928613e-01
29	3.679994e-01	-3.933618e-01
30	3.682976e-01	-3.931204e-01
