RTO_iter	cost	con	merit
1	1.330000e+00	1.100000e-01	2.430000e+00
2	1.096807e+00	1.321537e-02	1.228961e+00
3	8.752914e-01	5.622443e-03	9.315158e-01
4	6.819734e-01	5.379151e-03	7.357649e-01
5	5.172732e-01	5.720643e-03	5.744796e-01
6	3.816916e-01	6.162658e-03	4.433182e-01
7	2.757803e-01	6.681862e-03	3.425989e-01
8	2.001547e-01	7.293410e-03	2.730888e-01
9	1.554978e-01	8.020693e-03	2.357047e-01
10	1.425534e-01	8.894523e-03	2.314987e-01
11	1.560448e-01	6.245671e-03	2.185015e-01
12	1.426211e-01	8.697594e-03	2.295971e-01
13	1.468504e-01	2.820614e-03	1.750565e-01
14	1.446804e-01	2.727918e-03	1.719596e-01
15	1.473202e-01	1.394006e-03	1.612603e-01
16	1.447128e-01	2.634550e-03	1.710583e-01
17	1.453737e-01	9.310248e-04	1.546840e-01
18	1.453045e-01	9.302111e-04	1.546066e-01
19	1.452643e-01	4.070347e-04	1.493347e-01
20	1.454894e-01	3.980402e-04	1.494698e-01
21	1.453736e-01	2.273278e-04	1.476469e-01
22	1.455513e-01	2.198739e-04	1.477501e-01
23	1.454681e-01	1.613596e-04	1.470817e-01
24	1.455694e-01	1.681689e-04	1.472511e-01
25	1.455263e-01	1.317805e-04	1.468441e-01
26	1.454930e-01	8.956927e-05	1.463887e-01
27	1.455696e-01	1.674407e-04	1.472440e-01
28	1.455266e-01	1.309325e-04	1.468359e-01
29	1.455063e-01	1.177585e-04	1.466839e-01
30	1.454968e-01	1.121349e-04	1.466181e-01
