RTO_iter	cost	con	merit
1	1.330000e+00	1.910000e+00	2.043000e+01
2	1.090987e+00	1.847375e+00	1.956473e+01
3	6.856584e-01	1.719871e+00	1.788437e+01
4	1.602711e-01	1.454360e+00	1.470388e+01
5	4.887441e-03	1.172180e+00	1.172669e+01
6	3.715874e-03	9.092167e-01	9.095883e+00
7	1.440282e-02	6.535311e-01	6.549714e+00
8	4.341028e-02	4.223535e-01	4.266945e+00
9	8.596332e-02	2.066843e-01	2.152806e+00
10	1.412880e-01	1.606760e-02	3.019640e-01
11	1.457709e-01	8.187723e-04	1.539586e-01
12	1.453960e-01	1.819206e-03	1.635880e-01
13	1.453978e-01	1.814070e-03	1.635385e-01
14	1.453970e-01	1.816395e-03	1.635609e-01
15	1.453970e-01	1.816323e-03	1.635602e-01
16	1.451271e-01	9.227758e-04	1.543548e-01
17	1.453539e-01	4.049963e-04	1.494039e-01
18	1.453057e-01	4.054155e-04	1.493598e-01
19	1.453846e-01	7.150773e-05	1.460996e-01
20	1.453572e-01	2.157300e-04	1.475145e-01
21	1.453833e-01	6.393465e-05	1.460227e-01
22	1.453602e-01	1.827065e-04	1.471872e-01
23	1.453783e-01	7.380240e-05	1.461163e-01
24	1.453600e-01	1.674270e-04	1.470343e-01
25	1.453748e-01	8.266839e-05	1.462015e-01
26	1.453615e-01	1.528857e-04	1.468903e-01
27	1.453728e-01	8.871351e-05	1.462599e-01
28	1.453627e-01	1.425340e-04	1.467880e-01
29	1.453713e-01	9.388133e-05	1.463101e-01
30	1.453637e-01	1.350761e-04	1.467144e-01
