RTO_iter	cost	con
1	1.750000e+00	-2.500000e-01
2	3.927979e-01	-4.651584e-01
3	1.498999e-01	-9.730618e-09
4	1.462378e-01	1.415747e-09
5	1.455582e-01	-4.368550e-11
6	1.454320e-01	5.818961e-10
7	1.454085e-01	3.053278e-10
8	1.454042e-01	4.237001e-10
9	1.454034e-01	3.725121e-10
10	1.454032e-01	3.945345e-10
11	1.454032e-01	3.850402e-10
12	1.454032e-01	3.891296e-10
13	1.454032e-01	3.873677e-10
14	1.454032e-01	3.881269e-10
15	1.454032e-01	3.877996e-10
16	1.454032e-01	3.879405e-10
17	1.454032e-01	3.878798e-10
18	1.454032e-01	3.879060e-10
19	1.454032e-01	3.878946e-10
20	1.454032e-01	3.878995e-10
21	1.454032e-01	3.878975e-10
22	1.454032e-01	3.878985e-10
23	1.454032e-01	3.878980e-10
24	1.454032e-01	9.859298e-10
25	1.454032e-01	9.859298e-10
26	1.454032e-01	2.628085e-09
27	1.454032e-01	2.628086e-09
28	1.454032e-01	2.628086e-09
29	1.454032e-01	2.628086e-09
30	1.454032e-01	2.628086e-09
