RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.726173e+02	1.303882e-01	3.795689e-01	2.727067e-01	1.089599e-01	8.218022e-02
3	-1.812563e+02	1.192425e-01	3.770566e-01	2.800375e-01	1.097355e-01	9.084960e-02
4	-1.859357e+02	1.094068e-01	3.812270e-01	2.834189e-01	1.098963e-01	9.543936e-02
5	-1.893189e+02	9.899797e-02	3.869125e-01	2.862419e-01	1.098058e-01	9.994540e-02
6	-1.897893e+02	9.784019e-02	3.848828e-01	2.876832e-01	1.098415e-01	1.020002e-01
7	-1.881882e+02	1.052023e-01	3.683937e-01	2.910397e-01	1.101764e-01	1.060304e-01
8	-1.891742e+02	1.014056e-01	3.782575e-01	2.887527e-01	1.100097e-01	1.030999e-01
9	-1.894919e+02	1.002125e-01	3.757394e-01	2.904012e-01	1.100307e-01	1.055097e-01
10	-1.907980e+02	8.985076e-02	3.921178e-01	2.884423e-01	1.095093e-01	1.041354e-01
11	-1.907621e+02	8.465513e-02	3.978169e-01	2.884404e-01	1.091889e-01	1.050938e-01
12	-1.909081e+02	8.925923e-02	3.848976e-01	2.917580e-01	1.095930e-01	1.088581e-01
13	-1.907790e+02	8.921493e-02	3.818970e-01	2.930249e-01	1.096143e-01	1.106944e-01
14	-1.906678e+02	8.948991e-02	3.800671e-01	2.936554e-01	1.096370e-01	1.115722e-01
15	-1.909236e+02	8.683869e-02	3.870220e-01	2.919806e-01	1.094549e-01	1.096063e-01
16	-1.908067e+02	8.347062e-02	3.933532e-01	2.908598e-01	1.091998e-01	1.086902e-01
17	-1.903486e+02	8.004553e-02	3.993460e-01	2.898738e-01	1.089047e-01	1.080966e-01
18	-1.907374e+02	8.942808e-02	3.811165e-01	2.932504e-01	1.096292e-01	1.109881e-01
19	-1.907680e+02	8.376149e-02	3.971888e-01	2.891149e-01	1.091569e-01	1.062016e-01
20	-1.901418e+02	7.946785e-02	4.030929e-01	2.885499e-01	1.088026e-01	1.064170e-01
