RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.126259e+00	7.999554e+01
2	4.273974e+00	8.305742e+01
3	4.427962e+00	8.522343e+01
4	4.578327e+00	8.725053e+01
5	4.610600e+00	8.778811e+01
6	4.493932e+00	8.736275e+01
7	4.571886e+00	8.767101e+01
8	4.577484e+00	8.805923e+01
9	4.739821e+00	8.931717e+01
10	4.823707e+00	9.011024e+01
11	4.729816e+00	8.969535e+01
12	4.712167e+00	8.977751e+01
13	4.697586e+00	8.974301e+01
14	4.750808e+00	8.993118e+01
15	4.810591e+00	9.032871e+01
16	4.872735e+00	9.077895e+01
17	4.706673e+00	8.963164e+01
18	4.824655e+00	9.008567e+01
19	4.895604e+00	9.076241e+01
20	4.908190e+00	9.092845e+01
