RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.754407e+02	1.280047e-01	3.763425e-01	2.755286e-01	1.092967e-01	8.540280e-02
3	-1.838840e+02	1.153150e-01	3.746893e-01	2.831805e-01	1.099573e-01	9.489878e-02
4	-1.877757e+02	1.058048e-01	3.782330e-01	2.865649e-01	1.100216e-01	9.978255e-02
5	-1.900140e+02	9.736828e-02	3.822844e-01	2.890192e-01	1.098839e-01	1.038772e-01
6	-1.903721e+02	9.536848e-02	3.827641e-01	2.897808e-01	1.098329e-01	1.051726e-01
7	-1.897564e+02	9.872290e-02	3.747665e-01	2.915293e-01	1.100107e-01	1.072617e-01
8	-1.902230e+02	9.639984e-02	3.800328e-01	2.904371e-01	1.098968e-01	1.059652e-01
9	-1.903624e+02	9.529260e-02	3.789293e-01	2.914279e-01	1.098790e-01	1.075048e-01
10	-1.909481e+02	8.921176e-02	3.872755e-01	2.907855e-01	1.095641e-01	1.074860e-01
11	-1.909536e+02	8.588756e-02	3.909840e-01	2.907585e-01	1.093617e-01	1.080527e-01
12	-1.909077e+02	8.844924e-02	3.850162e-01	2.920807e-01	1.095540e-01	1.094591e-01
13	-1.908347e+02	8.854809e-02	3.832709e-01	2.927604e-01	1.095725e-01	1.104232e-01
14	-1.907878e+02	8.888370e-02	3.822156e-01	2.930443e-01	1.095960e-01	1.107786e-01
15	-1.909109e+02	8.751738e-02	3.858167e-01	2.921733e-01	1.095007e-01	1.097578e-01
16	-1.909112e+02	8.557131e-02	3.891207e-01	2.916809e-01	1.093667e-01	1.094213e-01
17	-1.908014e+02	8.351308e-02	3.923876e-01	2.912445e-01	1.092141e-01	1.092245e-01
18	-1.908512e+02	8.900178e-02	3.833813e-01	2.925072e-01	1.095940e-01	1.099787e-01
19	-1.909555e+02	8.593171e-02	3.911517e-01	2.906681e-01	1.093617e-01	1.079170e-01
20	-1.907834e+02	8.320041e-02	3.942500e-01	2.906056e-01	1.091724e-01	1.083911e-01
