RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.748931e+02	1.210872e-01	3.943271e-01	2.711711e-01	1.087428e-01	8.052835e-02
3	-1.843680e+02	1.073453e-01	3.945526e-01	2.786009e-01	1.094293e-01	8.961346e-02
4	-1.883619e+02	9.926171e-02	3.936891e-01	2.831669e-01	1.096039e-01	9.593871e-02
5	-1.902914e+02	9.343322e-02	3.916385e-01	2.869362e-01	1.096154e-01	1.015582e-01
6	-1.907430e+02	9.098968e-02	3.906803e-01	2.885149e-01	1.095740e-01	1.040503e-01
7	-1.908978e+02	8.991352e-02	3.891391e-01	2.896745e-01	1.095650e-01	1.058168e-01
8	-1.909495e+02	8.892196e-02	3.894390e-01	2.900107e-01	1.095219e-01	1.064504e-01
9	-1.909714e+02	8.768690e-02	3.880837e-01	2.911502e-01	1.094859e-01	1.082676e-01
10	-1.908907e+02	8.598519e-02	3.875206e-01	2.921600e-01	1.094046e-01	1.100261e-01
11	-1.907793e+02	8.494410e-02	3.871029e-01	2.928014e-01	1.093480e-01	1.111581e-01
12	-1.907586e+02	8.512830e-02	3.863432e-01	2.930334e-01	1.093640e-01	1.114581e-01
13	-1.906466e+02	8.474145e-02	3.853304e-01	2.936239e-01	1.093454e-01	1.123997e-01
14	-1.905810e+02	8.456059e-02	3.847881e-01	2.939275e-01	1.093359e-01	1.128835e-01
15	-1.905977e+02	8.435541e-02	3.854046e-01	2.937647e-01	1.093204e-01	1.126859e-01
16	-1.905578e+02	8.402478e-02	3.855407e-01	2.938550e-01	1.092982e-01	1.128878e-01
17	-1.905162e+02	8.368104e-02	3.857221e-01	2.939322e-01	1.092747e-01	1.130741e-01
18	-1.906953e+02	8.482593e-02	3.858887e-01	2.933561e-01	1.093481e-01	1.119900e-01
19	-1.907362e+02	8.466695e-02	3.868931e-01	2.930120e-01	1.093325e-01	1.115204e-01
20	-1.906310e+02	8.402431e-02	3.865724e-01	2.934303e-01	1.092938e-01	1.122640e-01
