RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.355108e+00	8.039712e+01
2	4.545734e+00	8.376539e+01
3	4.653122e+00	8.598793e+01
4	4.718848e+00	8.777857e+01
5	4.745627e+00	8.856269e+01
6	4.746984e+00	8.898490e+01
7	4.764291e+00	8.926718e+01
8	4.769638e+00	8.973343e+01
9	4.789266e+00	9.030037e+01
10	4.800595e+00	9.065654e+01
11	4.790659e+00	9.064664e+01
12	4.786699e+00	9.083470e+01
13	4.784190e+00	9.092725e+01
14	4.793056e+00	9.095326e+01
15	4.799201e+00	9.105055e+01
16	4.805979e+00	9.114955e+01
17	4.790770e+00	9.077195e+01
18	4.802671e+00	9.075828e+01
19	4.809064e+00	9.098458e+01
20	4.809143e+00	9.100292e+01
