RTO_iter	rho	tr	cost_unmodified	cost	con_unmodified	con	cost_eps	u1_cost_lam	u2_cost_lam	con_eps	u1_con_lam	u2_con_lam
0							0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	1.000000e+00	1.000000e+00	5.000000e+00	5.000000e+00	0.000000e+00	0.000000e+00	-2.000000e+00	-1.000000e+00	2.000000e+00	-2.000000e+00	0.000000e+00	2.000000e+00
2	1.500000e+00	2.000000e+00	2.000000e+00	1.000000e+00	1.000000e+00	-1.000000e+00	-1.000000e+00	-1.000000e+00	1.000000e+00	-2.000000e+00	0.000000e+00	2.000000e+00
3	1.155493e+00	4.000000e+00	5.000000e-01	5.000000e-01	7.500000e-01	-2.500000e-01	-2.500000e-01	-5.000000e-01	5.000000e-01	-1.000000e+00	0.000000e+00	2.000000e+00
4	1.000000e+00	4.000000e+00	2.901720e-01	1.594789e-01	7.865883e-01	-1.287741e-09	-1.447684e-01	-3.932942e-01	3.680920e-01	-7.865883e-01	0.000000e+00	2.000000e+00
5	1.000000e+00	4.000000e+00	2.902186e-01	1.454031e-01	7.857257e-01	4.572276e-10	-1.448153e-01	-3.928628e-01	3.686155e-01	-7.857257e-01	0.000000e+00	2.000000e+00
6	1.000000e+00	4.000000e+00	2.901984e-01	1.454032e-01	7.860973e-01	4.457842e-10	-1.447952e-01	-3.930487e-01	3.683899e-01	-7.860973e-01	0.000000e+00	2.000000e+00
7	1.000000e+00	4.000000e+00	2.902071e-01	1.454032e-01	7.859372e-01	4.507134e-10	-1.448039e-01	-3.929686e-01	3.684871e-01	-7.859372e-01	0.000000e+00	2.000000e+00
8	1.000000e+00	4.000000e+00	2.902033e-01	1.454032e-01	7.860062e-01	4.485895e-10	-1.448001e-01	-3.930031e-01	3.684452e-01	-7.860062e-01	0.000000e+00	2.000000e+00
9	1.000000e+00	4.000000e+00	2.902049e-01	1.454032e-01	7.859765e-01	4.495044e-10	-1.448017e-01	-3.929882e-01	3.684633e-01	-7.859765e-01	0.000000e+00	2.000000e+00
10	1.000000e+00	4.000000e+00	2.902042e-01	1.454032e-01	7.859893e-01	4.491102e-10	-1.448010e-01	-3.929946e-01	3.684555e-01	-7.859893e-01	0.000000e+00	2.000000e+00
11	1.000000e+00	4.000000e+00	2.902045e-01	1.454032e-01	7.859837e-01	4.492799e-10	-1.448013e-01	-3.929919e-01	3.684589e-01	-7.859837e-01	0.000000e+00	2.000000e+00
12	1.000000e+00	4.000000e+00	2.902044e-01	1.454032e-01	7.859861e-01	4.492068e-10	-1.448012e-01	-3.929931e-01	3.684574e-01	-7.859861e-01	0.000000e+00	2.000000e+00
13	1.000000e+00	4.000000e+00	2.902045e-01	1.454032e-01	7.859851e-01	4.492384e-10	-1.448013e-01	-3.929926e-01	3.684580e-01	-7.859851e-01	0.000000e+00	2.000000e+00
14	1.000000e+00	4.000000e+00	2.902045e-01	1.454032e-01	7.859855e-01	4.492249e-10	-1.448012e-01	-3.929928e-01	3.684578e-01	-7.859855e-01	0.000000e+00	2.000000e+00
15	1.000000e+00	4.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	4.492307e-10	-1.448013e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	0.000000e+00	2.000000e+00
16	1.000000e+00	4.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	4.492282e-10	-1.448012e-01	-3.929927e-01	3.684578e-01	-7.859854e-01	0.000000e+00	2.000000e+00
17	1.000000e+00	4.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	4.492292e-10	-1.448013e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	0.000000e+00	2.000000e+00
18	1.000000e+00	4.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	4.492287e-10	-1.448012e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	0.000000e+00	2.000000e+00
19	1.000000e+00	4.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	4.492291e-10	-1.448012e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	0.000000e+00	2.000000e+00
20	1.000000e+00	4.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	4.492289e-10	-1.448012e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	0.000000e+00	2.000000e+00
21	1.000000e+00	4.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	4.492289e-10	-1.448012e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	0.000000e+00	2.000000e+00
22	1.000000e+00	4.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	4.492289e-10	-1.448012e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	0.000000e+00	2.000000e+00
23	1.000000e+00	4.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	4.492290e-10	-1.448012e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	0.000000e+00	2.000000e+00
24	1.000000e+00	4.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	3.519782e-10	-1.448012e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	-9.725076e-09	2.000000e+00
25		4.000000e+00	2.902045e-01	1.454032e-01	7.859854e-01	4.492290e-10	-1.448012e-01	-3.929927e-01	3.684579e-01	-7.859854e-01	0.000000e+00	2.000000e+00
