RTO_iter	rho	tr	cost_unmodified	cost	con_unmodified	con	cost_eps	u1_cost_lam	u2_cost_lam	con_eps	u1_con_lam	u2_con_lam
0							0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	7.023794e-01	1.000000e+00	-1.125000e+01	-1.125000e+01	-1.500000e+00	-1.500000e+00	2.100000e+01	1.302000e+01	3.500000e+00	-2.000000e+00	0.000000e+00	2.000000e+00
2	5.822288e-01	1.000000e+00	-4.986206e+00	2.618102e+00	-1.916140e-01	-2.489006e+00	9.726907e+00	8.915772e+00	2.511117e+00	-2.297393e+00	0.000000e+00	2.000000e+00
3	3.721672e-01	1.000000e+00	-9.021539e-01	-1.557298e-01	8.709451e-01	-1.480589e+00	2.792012e+00	4.890167e+00	1.511484e+00	-2.351535e+00	0.000000e+00	2.000000e+00
4	-6.037935e-01	1.000000e+00	7.950214e-01	-1.037381e+00	1.545493e+00	-5.206258e-01	5.414391e-03	1.073815e+00	5.217187e-01	-2.066119e+00	0.000000e+00	2.000000e+00
5	4.407843e-01	5.000000e-01	-1.667332e+00	-4.697088e-01	-2.841208e-02	-1.315911e+00						
6	4.103166e-01	5.000000e-01	-2.780948e-01	2.617585e-01	5.788643e-01	-6.953574e-01	8.410901e-01	2.691073e+00	8.270460e-01	-1.274222e+00	0.000000e+00	2.000000e+00
7	-8.134946e-01	5.000000e-01	2.073023e-01	-2.219256e-01	9.853736e-01	-1.421524e-01	3.362691e-02	7.860574e-01	3.324551e-01	-1.127526e+00	0.000000e+00	2.000000e+00
8	6.492555e-01	2.500000e-01	-4.929014e-01	-3.288053e-02	3.382108e-01	-3.632528e-01						
9	-3.844209e-01	2.500000e-01	-7.866545e-02	1.138104e-01	6.750729e-01	-5.438734e-08	2.370621e-01	1.437895e+00	4.388580e-01	-6.750730e-01	0.000000e+00	2.000000e+00
10	2.768416e-01	1.250000e-01	1.884341e-01	8.147134e-02	1.001246e+00	6.660194e-09						
11	-7.962770e-01	1.250000e-01	5.632732e-02	1.188586e-01	8.314972e-01	5.081454e-09	9.112354e-02	9.696501e-01	3.413497e-01	-8.314972e-01	0.000000e+00	2.000000e+00
12	1.322937e-01	6.250000e-02	-7.866543e-02	1.337047e-01	6.750729e-01	-5.439800e-09						
13	-1.279138e-01	6.250000e-02	-1.040845e-02	1.410057e-01	7.518019e-01	3.122435e-10	1.570067e-01	1.202098e+00	3.894996e-01	-7.518019e-01	0.000000e+00	2.000000e+00
14	3.531538e-01	3.125000e-02	5.632732e-02	1.399324e-01	8.314972e-01	4.564971e-09						
15	-2.417784e+01	3.125000e-02	2.310471e-02	1.432936e-01	7.912585e-01	7.659352e-09	1.223265e-01	1.085427e+00	3.652640e-01	-7.912585e-01	0.000000e+00	2.000000e+00
16	-1.600223e+01	1.562500e-02	5.632448e-02	1.453476e-01	8.314938e-01	3.786122e-09						
17	-1.189058e+01	7.812500e-03	3.974521e-02	1.453931e-01	8.112760e-01	3.375982e-09						
18	-9.628635e+00	3.906250e-03	3.143398e-02	1.454139e-01	8.012433e-01	7.509489e-09						
19	-8.407183e+00	1.953125e-03	2.727156e-02	1.454231e-01	7.962448e-01	3.027091e-09						
20	-7.763736e+00	9.765625e-04	2.519005e-02	1.454273e-01	7.937517e-01	2.967206e-09						
21	-7.119274e+00	4.882812e-04	2.415176e-02	1.454293e-01	7.925098e-01	7.438583e-09						
22	-3.659900e+00	2.441406e-04	2.363523e-02	1.454302e-01	7.918924e-01	2.924533e-09						
23	-2.155335e+00	1.220703e-04	2.338488e-02	1.454307e-01	7.915932e-01	2.917558e-09						
24	-1.588285e+00	6.103516e-05	2.327173e-02	1.454309e-01	7.914580e-01	2.914426e-09						
25	-1.413577e+00	3.051758e-05	2.322835e-02	1.454309e-01	7.914062e-01	2.913231e-09						
26	-1.366592e+00	1.525879e-05	2.321490e-02	1.454310e-01	7.913901e-01	2.912853e-09						
27	-1.354604e+00	7.629395e-06	2.321128e-02	1.454310e-01	7.913858e-01	2.912752e-09						
28	-1.351591e+00	3.814697e-06	2.321035e-02	1.454310e-01	7.913847e-01	2.912727e-09						
29	-1.350836e+00	1.907349e-06	2.321012e-02	1.454310e-01	7.913844e-01	2.912721e-09						
30		9.536743e-07	2.321006e-02	1.454310e-01	7.913844e-01	2.912719e-09						
