RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.743842e+02	1.213455e-01	3.950819e-01	2.706742e-01	1.086759e-01	7.998374e-02
3	-1.836251e+02	1.080961e-01	3.957168e-01	2.776786e-01	1.093495e-01	8.846934e-02
4	-1.876634e+02	1.003302e-01	3.952539e-01	2.819375e-01	1.095409e-01	9.428362e-02
5	-1.900886e+02	9.390049e-02	3.927843e-01	2.862173e-01	1.095954e-01	1.005397e-01
6	-1.904322e+02	9.227784e-02	3.925752e-01	2.870916e-01	1.095680e-01	1.019335e-01
7	-1.905516e+02	9.216349e-02	3.911887e-01	2.877394e-01	1.095966e-01	1.028193e-01
8	-1.905364e+02	9.169408e-02	3.924906e-01	2.874077e-01	1.095556e-01	1.024447e-01
9	-1.908315e+02	9.020776e-02	3.905648e-01	2.889333e-01	1.095509e-01	1.047472e-01
10	-1.909799e+02	8.759250e-02	3.897081e-01	2.905128e-01	1.094608e-01	1.073866e-01
11	-1.909406e+02	8.609536e-02	3.890659e-01	2.914663e-01	1.093954e-01	1.090134e-01
12	-1.909508e+02	8.670865e-02	3.882403e-01	2.915320e-01	1.094360e-01	1.089899e-01
13	-1.908677e+02	8.610611e-02	3.867198e-01	2.924381e-01	1.094180e-01	1.104031e-01
14	-1.908113e+02	8.587177e-02	3.859433e-01	2.928655e-01	1.094104e-01	1.110672e-01
15	-1.908416e+02	8.568499e-02	3.868941e-01	2.925555e-01	1.093929e-01	1.106546e-01
16	-1.908014e+02	8.514714e-02	3.871168e-01	2.927048e-01	1.093600e-01	1.109771e-01
17	-1.907510e+02	8.457891e-02	3.873582e-01	2.928589e-01	1.093241e-01	1.113160e-01
18	-1.909517e+02	8.678161e-02	3.881536e-01	2.915349e-01	1.094407e-01	1.089804e-01
19	-1.909684e+02	8.655441e-02	3.897728e-01	2.909617e-01	1.094106e-01	1.082108e-01
20	-1.908915e+02	8.532964e-02	3.890267e-01	2.918293e-01	1.093543e-01	1.096810e-01
