RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.625961e+02	1.276194e-01	4.072092e-01	2.612712e-01	1.071965e-01	7.031720e-02
3	-1.699932e+02	1.169605e-01	4.126576e-01	2.649010e-01	1.077278e-01	7.416804e-02
4	-1.745946e+02	1.107802e-01	4.142758e-01	2.676535e-01	1.080647e-01	7.728620e-02
5	-1.774247e+02	1.070687e-01	4.145513e-01	2.695933e-01	1.082739e-01	7.956830e-02
6	-1.791813e+02	1.047803e-01	4.144011e-01	2.709202e-01	1.084048e-01	8.116585e-02
7	-1.802957e+02	1.033330e-01	4.141516e-01	2.718227e-01	1.084887e-01	8.226795e-02
8	-1.809909e+02	1.024094e-01	4.139623e-01	2.724088e-01	1.085401e-01	8.299304e-02
9	-1.814283e+02	1.018385e-01	4.137969e-01	2.727919e-01	1.085732e-01	8.346825e-02
10	-1.817128e+02	1.014719e-01	4.136685e-01	2.730475e-01	1.085951e-01	8.378575e-02
11	-1.818729e+02	1.012602e-01	4.136000e-01	2.731922e-01	1.086072e-01	8.396668e-02
12	-1.819985e+02	1.010983e-01	4.135373e-01	2.733075e-01	1.086169e-01	8.411047e-02
13	-1.820694e+02	1.010446e-01	4.134400e-01	2.733809e-01	1.086248e-01	8.419692e-02
14	-1.821127e+02	1.009727e-01	4.134433e-01	2.734177e-01	1.086272e-01	8.424513e-02
15	-1.821515e+02	1.009053e-01	4.134510e-01	2.734502e-01	1.086291e-01	8.428803e-02
16	-1.821634e+02	1.008787e-01	4.134627e-01	2.734590e-01	1.086293e-01	8.430057e-02
17	-1.821836e+02	1.008674e-01	4.134280e-01	2.734809e-01	1.086318e-01	8.432597e-02
18	-1.822212e+02	1.008233e-01	4.134007e-01	2.735169e-01	1.086350e-01	8.437043e-02
19	-1.822059e+02	1.008325e-01	4.134259e-01	2.735004e-01	1.086331e-01	8.435124e-02
20	-1.821999e+02	1.008357e-01	4.134365e-01	2.734939e-01	1.086324e-01	8.434371e-02
