RTO_iter	rho	tr	cost_unmodified	cost	con_unmodified	con	cost_eps	u1_cost_lam	u2_cost_lam	con_eps	u1_con_lam	u2_con_lam
0							0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	4.975124e-01	1.000000e+00	-3.000000e+00	-3.000000e+00	0.000000e+00	0.000000e+00	6.000000e+00	7.020000e+00	2.000000e+00	-2.000000e+00	0.000000e+00	2.000000e+00
2	1.193314e-01	1.000000e+00	9.001874e-09	-1.020000e+00	1.000000e+00	-1.000000e+00	1.000000e+00	3.020000e+00	1.000000e+00	-2.000000e+00	0.000000e+00	2.000000e+00
3	3.373192e-02	1.000000e+00	7.647513e-01	-1.082432e+00	1.749284e+00	9.245727e-09	-1.325080e-02	-7.917831e-01	1.571467e-02	-1.749284e+00	0.000000e+00	2.000000e+00
4	-3.550459e-02	1.000000e+00	-6.336378e-01	-1.381460e+00	3.193192e-01	-7.195779e-01	1.313189e+00	3.302582e+00	9.505076e-01	-1.038897e+00	-5.551115e-15	2.000000e+00
5	4.711073e-01	5.000000e-01	7.647510e-01	-1.346903e+00	1.749283e+00	9.481391e-09						
6	-5.579183e-01	5.000000e-01	5.339043e-02	-2.718058e-01	8.058233e-01	-2.070925e-01	1.779697e-01	1.316248e+00	4.506764e-01	-1.012916e+00	0.000000e+00	2.000000e+00
7	8.199528e-03	2.500000e-01	3.592701e-01	8.719977e-02	1.234135e+00	7.608473e-09						
8	8.161306e-01	1.250000e-01	2.587715e-01	9.349978e-02	1.096283e+00	6.822088e-09						
9	1.558017e-01	1.250000e-01	6.976121e-02	1.432111e-01	8.430973e-01	-2.945271e-02	8.965778e-02	9.726794e-01	3.472386e-01	-8.725500e-01	0.000000e+00	2.000000e+00
10	1.963369e-01	1.250000e-01	-6.777612e-02	1.355747e-01	6.869845e-01	-5.593768e-09	2.234801e-01	1.400517e+00	4.310024e-01	-6.869846e-01	0.000000e+00	2.000000e+00
11	-3.945773e-01	1.250000e-01	6.676154e-02	1.203014e-01	8.443584e-01	5.158655e-09	8.199163e-02	9.333282e-01	3.338768e-01	-8.443584e-01	0.000000e+00	2.000000e+00
12	3.400869e-01	6.250000e-02	-6.777611e-02	1.311373e-01	6.869846e-01	-4.969778e-09						
13	-6.212588e-01	6.250000e-02	2.009512e-04	1.403268e-01	7.641673e-01	4.373774e-10	1.456865e-01	1.165199e+00	3.818206e-01	-7.641673e-01	0.000000e+00	2.000000e+00
14	7.177181e-02	3.125000e-02	6.676155e-02	1.412748e-01	8.443585e-01	7.938817e-09						
15	-1.649443e-01	3.125000e-02	3.361228e-02	1.435961e-01	8.038661e-01	3.613198e-09	1.121107e-01	1.048803e+00	3.576841e-01	-8.038661e-01	0.000000e+00	2.000000e+00
16	6.515136e-01	1.562500e-02	2.009941e-04	1.447260e-01	7.641674e-01	1.953630e-09						
17	-9.435289e-01	1.562500e-02	1.694521e-02	1.452387e-01	7.839200e-01	2.493461e-09	1.284623e-01	1.106891e+00	3.697126e-01	-7.839200e-01	0.000000e+00	2.000000e+00
18	-3.524792e-01	7.812500e-03	3.361225e-02	1.450731e-01	8.038661e-01	3.314327e-09						
19	-5.118626e-02	3.906250e-03	2.528813e-02	1.452426e-01	7.938691e-01	3.096444e-09						
20	1.012527e-01	1.953125e-03	2.111996e-02	1.453257e-01	7.888896e-01	2.984856e-09						
21	-2.952290e-01	1.953125e-03	1.903524e-02	1.453667e-01	7.864058e-01	7.434264e-09	1.263681e-01	1.099608e+00	3.682027e-01	-7.864058e-01	0.000000e+00	2.000000e+00
22	-1.859921e-01	9.765625e-04	2.112395e-02	1.453751e-01	7.888944e-01	2.941153e-09						
23	1.000000e+00	4.882812e-04	2.008374e-02	1.453892e-01	7.876545e-01	2.912506e-09						
24	-2.755154e-01	4.882812e-04	1.956753e-02	1.453962e-01	7.870395e-01	2.898208e-09	1.258368e-01	1.097753e+00	3.678183e-01	-7.870395e-01	0.000000e+00	2.000000e+00
25	1.000000e+00	2.441406e-04	2.009972e-02	1.453980e-01	7.876735e-01	2.901676e-09						
26	-3.359031e-01	2.441406e-04	1.984915e-02	1.454010e-01	7.873750e-01	2.894727e-09	1.255560e-01	1.096772e+00	3.676149e-01	-7.873750e-01	0.000000e+00	2.000000e+00
27	1.000000e+00	1.220703e-04	2.013073e-02	1.454020e-01	7.877104e-01	2.896561e-09						
28	1.000000e+00	1.220703e-04	2.001748e-02	1.454033e-01	7.875755e-01	2.893418e-09	1.253883e-01	1.096185e+00	3.674933e-01	-7.875755e-01	0.000000e+00	2.000000e+00
29	1.000000e+00	1.220703e-04	2.018579e-02	1.454040e-01	7.877761e-01	2.894514e-09	1.252206e-01	1.095599e+00	3.673717e-01	-7.877761e-01	0.000000e+00	2.000000e+00
30		1.220703e-04	2.035409e-02	1.454047e-01	7.879766e-01	2.895609e-09	1.250531e-01	1.095012e+00	3.672502e-01	-7.879766e-01	0.000000e+00	2.000000e+00
