RTO_iter	u1	u2
0	1.500000e+00	-1.500000e+00
1	7.928932e-01	-7.928932e-01
2	3.964466e-01	-3.964466e-01
3	3.611551e-01	-3.989852e-01
4	3.730177e-01	-3.892525e-01
5	3.624530e-01	-3.977005e-01
6	3.624530e-01	-3.977005e-01
7	3.624530e-01	-3.977005e-01
8	3.624530e-01	-3.977005e-01
9	3.624530e-01	-3.977005e-01
10	3.624530e-01	-3.977005e-01
11	3.624530e-01	-3.977005e-01
12	3.624531e-01	-3.977004e-01
13	3.624535e-01	-3.977001e-01
14	3.669217e-01	-3.941393e-01
15	3.699703e-01	-3.916981e-01
16	3.669541e-01	-3.941814e-01
17	3.684736e-01	-3.929564e-01
18	3.669685e-01	-3.941977e-01
19	3.677227e-01	-3.935875e-01
20	3.671723e-01	-3.940447e-01
21	3.673451e-01	-3.939046e-01
22	3.675009e-01	-3.937834e-01
23	3.673696e-01	-3.938880e-01
24	3.673709e-01	-3.938870e-01
25	3.673764e-01	-3.938825e-01
26	3.673928e-01	-3.938692e-01
27	3.674156e-01	-3.938507e-01
28	3.674184e-01	-3.938484e-01
29	3.674207e-01	-3.938466e-01
30	3.674235e-01	-3.938443e-01
