RTO_iter	cost	con	merit
1	1.330000e+00	1.100000e-01	2.430000e+00
2	1.686040e-01	-4.080100e-08	1.686040e-01
3	1.339870e+00	-7.253444e-09	1.339870e+00
4	3.760867e-01	-5.768045e-09	3.760867e-01
5	1.732475e-01	-4.971482e-09	1.732475e-01
6	1.454676e-01	-4.500046e-09	1.454676e-01
7	1.686039e-01	-4.125467e-09	1.686039e-01
8	1.505775e-01	-4.400224e-09	1.505775e-01
9	1.464209e-01	-4.641365e-09	1.464209e-01
10	1.455454e-01	-1.069444e-09	1.455454e-01
11	1.454070e-01	-4.765499e-09	1.454070e-01
12	1.455454e-01	-4.628668e-09	1.455454e-01
13	1.454513e-01	-4.649040e-09	1.454513e-01
14	1.454230e-01	-4.659209e-09	1.454230e-01
15	1.454135e-01	-4.748126e-09	1.454135e-01
16	1.454099e-01	-4.750274e-09	1.454099e-01
17	1.454084e-01	-4.668419e-09	1.454084e-01
18	1.454078e-01	-4.668566e-09	1.454078e-01
19	1.454087e-01	-4.667277e-09	1.454087e-01
20	1.454097e-01	-4.665988e-09	1.454097e-01
21	1.454108e-01	-4.664701e-09	1.454108e-01
22	1.454105e-01	-4.664909e-09	1.454105e-01
23	1.454113e-01	-4.663954e-09	1.454113e-01
24	1.454122e-01	-4.663000e-09	1.454122e-01
25	1.454131e-01	-1.073647e-09	1.454131e-01
