RTO_iter	u1	u2
0	-1.100000e+00	-1.000000e-01
1	-1.002069e+00	-7.976122e-02
2	-8.059019e-01	-4.079581e-02
3	-4.125651e-01	3.191041e-02
4	-1.687665e-02	9.048231e-02
5	3.807945e-01	4.738126e-02
6	1.133074e-01	-2.500253e-01
7	5.014991e-01	-1.535515e-01
8	2.703102e-01	-4.799741e-01
9	6.261145e-01	-2.972082e-01
10	4.223479e-01	-3.500335e-01
11	2.703126e-01	-4.799768e-01
12	3.445798e-01	-4.128994e-01
13	4.223480e-01	-3.500337e-01
14	3.830694e-01	-3.809846e-01
15	3.445794e-01	-4.128990e-01
16	3.637206e-01	-3.968160e-01
17	3.830691e-01	-3.809847e-01
18	3.733688e-01	-3.888686e-01
19	3.685349e-01	-3.928300e-01
20	3.661293e-01	-3.948234e-01
21	3.613127e-01	-3.988068e-01
22	3.637218e-01	-3.968176e-01
23	3.649238e-01	-3.958218e-01
24	3.655234e-01	-3.953259e-01
25	3.649171e-01	-3.958275e-01
26	3.652127e-01	-3.955818e-01
27	3.653537e-01	-3.954639e-01
28	3.654148e-01	-3.954127e-01
29	3.654366e-01	-3.953944e-01
30	3.654431e-01	-3.953891e-01
