RTO_iter	u1	u2
0	-1.100000e+00	-1.000000e-01
1	-2.034791e-01	-5.430014e-01
2	1.775606e+00	-2.545199e-01
3	2.033704e-04	-9.857392e-01
4	1.951524e+00	-5.471622e-01
5	9.208224e-01	-5.952770e-01
6	1.755159e-02	-8.675176e-01
7	4.225255e-01	-5.540424e-01
8	8.778059e-01	-3.473548e-01
9	2.032295e-01	-5.491901e-01
10	3.860498e-01	-3.786710e-01
11	2.079479e-01	-5.439870e-01
12	2.913358e-01	-4.602447e-01
13	3.379917e-01	-4.186295e-01
14	3.618583e-01	-3.984534e-01
15	3.860497e-01	-3.786710e-01
16	3.739149e-01	-3.885142e-01
17	3.618583e-01	-3.984534e-01
18	3.678763e-01	-3.934720e-01
19	3.618577e-01	-3.984539e-01
20	3.648638e-01	-3.959604e-01
21	3.663680e-01	-3.947166e-01
22	3.671187e-01	-3.940968e-01
23	3.674919e-01	-3.937889e-01
24	3.676727e-01	-3.936398e-01
25	3.674693e-01	-3.938076e-01
26	3.672658e-01	-3.939754e-01
27	3.673476e-01	-3.939079e-01
28	3.672258e-01	-3.940085e-01
29	3.671038e-01	-3.941091e-01
30	3.669817e-01	-3.942099e-01
