RTO_iter	u1	u2
0	-1.100000e+00	-1.000000e-01
1	-1.014510e-01	-1.538517e-01
2	8.940916e-01	-5.953872e-02
3	3.767910e-01	-2.997438e-01
4	1.242033e-01	-2.614626e-01
5	3.515418e-01	-3.654686e-01
6	2.281999e-01	-3.308148e-01
7	4.772602e-01	-3.091598e-01
8	3.351573e-01	-3.955072e-01
9	5.459589e-01	-2.611097e-01
10	4.438519e-01	-3.337779e-01
11	3.933850e-01	-3.727959e-01
12	2.982495e-01	-4.538777e-01
13	3.451329e-01	-4.125199e-01
14	3.933849e-01	-3.727959e-01
15	3.690989e-01	-3.924649e-01
16	3.451329e-01	-4.125198e-01
17	3.570745e-01	-4.024429e-01
18	3.630762e-01	-3.974419e-01
19	3.660843e-01	-3.949510e-01
20	3.675896e-01	-3.937084e-01
21	3.660815e-01	-3.949533e-01
22	3.668325e-01	-3.943330e-01
23	3.672051e-01	-3.940255e-01
24	3.673862e-01	-3.938761e-01
25	3.674680e-01	-3.938086e-01
