RTO_iter	u1	u2
0	-1.100000e+00	-1.000000e-01
1	-1.024932e-01	-2.942905e-02
2	3.740344e-01	-3.883264e-01
3	3.102489e-01	-3.392828e-01
4	1.466142e-01	-1.681855e-01
5	3.581764e-01	-4.014259e-01
6	3.076377e-01	-3.596162e-01
7	2.189459e-01	-2.701518e-01
8	1.792668e-01	-2.214942e-01
9	1.606002e-01	-1.962871e-01
10	1.515568e-01	-1.834787e-01
11	1.471071e-01	-1.770254e-01
12	1.449006e-01	-1.737868e-01
13	1.447279e-01	-1.716065e-01
14	1.456718e-01	-1.698987e-01
15	1.461467e-01	-1.690484e-01
16	1.463880e-01	-1.686294e-01
17	1.465146e-01	-1.684296e-01
18	1.465842e-01	-1.683403e-01
19	1.466230e-01	-1.683022e-01
20	1.466439e-01	-1.682857e-01
21	1.466546e-01	-1.682782e-01
22	1.466604e-01	-1.682745e-01
23	1.466632e-01	-1.682728e-01
24	1.466645e-01	-1.682720e-01
25	1.466649e-01	-1.682717e-01
26	1.466651e-01	-1.682716e-01
27	1.466651e-01	-1.682716e-01
28	1.466651e-01	-1.682716e-01
29	1.466652e-01	-1.682716e-01
30	1.466652e-01	-1.682716e-01
