RTO_iter	rho	tr	cost_unmodified	cost	con_unmodified	con	cost_eps	u1_cost_lam	u2_cost_lam	con_eps	u1_con_lam	u2_con_lam
0							0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	7.016998e-01	1.000000e+00	-1.850000e+01	-1.850000e+01	-8.750000e+00	-8.750000e+00	2.825000e+01	1.152000e+01	-6.480000e+00	7.500000e+00	0.000000e+00	-7.980000e+00
2	6.489902e-01	1.000000e+00	-1.129165e+01	3.993867e+00	-6.340593e+00	-1.323787e+00	1.700257e+01	8.029769e+00	-6.185643e+00	5.204245e+00	0.000000e+00	-6.735291e+00
3	5.552725e-01	1.000000e+00	-5.653275e+00	1.267592e+00	-3.466656e+00	-1.798926e+00	8.480520e+00	5.150611e+00	-4.936412e+00	2.208631e+00	0.000000e+00	-4.635002e+00
4	-1.000000e+00	1.000000e+00	-1.900478e+00	-5.524847e-01	-9.372450e-01	-1.862292e+00	2.851052e+00	2.879424e+00	-2.968872e+00	-2.437398e-02	3.330669e-14	-1.930643e+00
5	6.009822e-01	5.000000e-01	-1.433717e-01	-1.428140e+00	6.602404e-01	-7.554237e-01						
6	-1.000000e+00	5.000000e-01	-7.719246e-01	1.121698e-02	-8.673355e-03	-7.286924e-01	1.157962e+00	1.853114e+00	-1.874258e+00	-4.675676e-01	0.000000e+00	-4.893718e-01
7	6.676477e-01	2.500000e-01	-1.446658e-01	-3.022357e-01	6.514509e-01	-2.134297e-08						
8	-1.000000e+00	2.500000e-01	-3.951628e-01	1.038988e-01	3.586978e-01	-1.951483e-01	5.928309e-01	1.320428e+00	-1.346287e+00	-4.952055e-01	0.000000e+00	2.158466e-01
9	-1.000000e+00	1.250000e-01	-3.257501e-01	6.703580e-02	5.130727e-01	3.176561e-09						
10	8.643145e-01	6.250000e-02	-2.919731e-01	1.218593e-01	4.928705e-01	7.737427e-09						
11	-1.000000e+00	6.250000e-02	-3.205007e-01	1.544774e-01	4.408099e-01	-4.486160e-02	4.808385e-01	1.187725e+00	-1.213825e+00	-4.826529e-01	0.000000e+00	3.925271e-01
12	-1.000000e+00	3.125000e-02	-2.891928e-01	1.383096e-01	4.886759e-01	2.530489e-09						
13	9.596855e-01	1.562500e-02	-2.898542e-01	1.434196e-01	4.786002e-01	1.944234e-09						
14	-1.000000e+00	3.125000e-02	-3.030556e-01	1.512489e-01	4.607284e-01	-1.758945e-02	4.546709e-01	1.154555e+00	-1.180702e+00	-4.782948e-01	0.000000e+00	4.367034e-01
15	8.932922e-01	1.562500e-02	-2.890667e-01	1.428888e-01	4.825671e-01	7.228190e-09						
16	-1.000000e+00	1.562500e-02	-2.901012e-01	1.446779e-01	4.775725e-01	1.936012e-09	4.355194e-01	1.094059e+00	-1.189624e+00	-4.776001e-01	0.000000e+00	4.433191e-01
17	-1.000000e+00	7.812500e-03	-2.891209e-01	1.447180e-01	4.819395e-01	2.543158e-09						
18	-1.000000e+00	3.906250e-03	-2.895569e-01	1.451326e-01	4.797721e-01	2.578961e-09						
19	-1.000000e+00	1.953125e-03	-2.898085e-01	1.452880e-01	4.786847e-01	2.596264e-09						
20	-1.000000e+00	9.765625e-04	-2.899426e-01	1.453527e-01	4.781402e-01	2.603548e-09						
21	-1.000000e+00	4.882812e-04	-2.900116e-01	1.453817e-01	4.778683e-01	2.605032e-09						
22	-1.000000e+00	2.441406e-04	-2.900464e-01	1.453953e-01	4.777333e-01	2.601005e-09						
23	-1.000000e+00	1.220703e-04	-2.900634e-01	1.454018e-01	4.776677e-01	2.590710e-09						
24	-1.000000e+00	6.103516e-05	-2.900711e-01	1.454046e-01	4.776379e-01	2.574747e-09						
25		3.051758e-05	-2.900741e-01	1.454057e-01	4.776265e-01	2.560469e-09						
