RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.745278e+02	1.214000e-01	3.946073e-01	2.708640e-01	1.087027e-01	8.018773e-02
3	-1.838674e+02	1.079777e-01	3.950789e-01	2.780288e-01	1.093843e-01	8.889029e-02
4	-1.878910e+02	1.001159e-01	3.945001e-01	2.823784e-01	1.095706e-01	9.485575e-02
5	-1.899657e+02	9.443921e-02	3.927672e-01	2.859622e-01	1.096044e-01	1.001299e-01
6	-1.905012e+02	9.211542e-02	3.920354e-01	2.874006e-01	1.095766e-01	1.023712e-01
7	-1.907240e+02	9.118983e-02	3.905704e-01	2.884667e-01	1.095823e-01	1.039532e-01
8	-1.908103e+02	9.027200e-02	3.909359e-01	2.887456e-01	1.095462e-01	1.044799e-01
9	-1.909369e+02	8.910544e-02	3.896834e-01	2.898223e-01	1.095255e-01	1.061571e-01
10	-1.909795e+02	8.740821e-02	3.892905e-01	2.907727e-01	1.094579e-01	1.077854e-01
11	-1.909521e+02	8.640285e-02	3.889255e-01	2.913851e-01	1.094129e-01	1.088390e-01
12	-1.909473e+02	8.663217e-02	3.882215e-01	2.915747e-01	1.094323e-01	1.090651e-01
13	-1.909021e+02	8.625251e-02	3.873436e-01	2.921127e-01	1.094208e-01	1.099067e-01
14	-1.908728e+02	8.608425e-02	3.868772e-01	2.923826e-01	1.094155e-01	1.103273e-01
15	-1.908814e+02	8.591514e-02	3.874067e-01	2.922390e-01	1.094017e-01	1.101533e-01
16	-1.908620e+02	8.557426e-02	3.875905e-01	2.923163e-01	1.093811e-01	1.103313e-01
17	-1.908393e+02	8.522511e-02	3.877859e-01	2.923922e-01	1.093595e-01	1.105100e-01
18	-1.909280e+02	8.642697e-02	3.878410e-01	2.918266e-01	1.094255e-01	1.094634e-01
19	-1.909431e+02	8.622681e-02	3.888697e-01	2.914885e-01	1.094044e-01	1.090196e-01
20	-1.908962e+02	8.556069e-02	3.886008e-01	2.919024e-01	1.093713e-01	1.097397e-01
