RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.755352e+02	1.274971e-01	3.773781e-01	2.753433e-01	1.092781e-01	8.518080e-02
3	-1.839840e+02	1.147157e-01	3.762410e-01	2.828180e-01	1.099260e-01	9.444907e-02
4	-1.878226e+02	1.053108e-01	3.799173e-01	2.860902e-01	1.099840e-01	9.918326e-02
5	-1.900282e+02	9.700885e-02	3.839862e-01	2.884711e-01	1.098467e-01	1.031664e-01
6	-1.903685e+02	9.518916e-02	3.843458e-01	2.891980e-01	1.098031e-01	1.043876e-01
7	-1.898051e+02	9.865275e-02	3.763162e-01	2.909145e-01	1.099937e-01	1.063907e-01
8	-1.902117e+02	9.642577e-02	3.814723e-01	2.898182e-01	1.098775e-01	1.050950e-01
9	-1.903790e+02	9.535756e-02	3.803747e-01	2.907916e-01	1.098650e-01	1.065924e-01
10	-1.909402e+02	8.932633e-02	3.886529e-01	2.901536e-01	1.095499e-01	1.065808e-01
11	-1.909555e+02	8.612982e-02	3.921497e-01	2.901584e-01	1.093575e-01	1.071653e-01
12	-1.909418e+02	8.876681e-02	3.861722e-01	2.914529e-01	1.095576e-01	1.085067e-01
13	-1.908976e+02	8.882760e-02	3.845864e-01	2.920861e-01	1.095759e-01	1.094015e-01
14	-1.908627e+02	8.914509e-02	3.836009e-01	2.923503e-01	1.095992e-01	1.097278e-01
15	-1.909550e+02	8.785114e-02	3.870160e-01	2.915211e-01	1.095057e-01	1.087646e-01
16	-1.909509e+02	8.593470e-02	3.902658e-01	2.910378e-01	1.093732e-01	1.084373e-01
17	-1.908462e+02	8.393178e-02	3.934220e-01	2.906234e-01	1.092252e-01	1.082596e-01
18	-1.908910e+02	8.950075e-02	3.843740e-01	2.918650e-01	1.096089e-01	1.089707e-01
19	-1.909593e+02	8.641491e-02	3.921255e-01	2.900379e-01	1.093714e-01	1.069427e-01
20	-1.908155e+02	8.369412e-02	3.951849e-01	2.899905e-01	1.091867e-01	1.074257e-01
