RTO_iter	profit	XFr_A_unmodified	XFr_A	XFr_B_unmodified	XFr_B	XFr_E_unmodified	XFr_E	XFr_P_unmodified	XFr_P	XFr_G_unmodified	XFr_G	Ka1	Ka2	Kb1	Kb2	XFr_A_eps	Fb_XFr_A_lam	Tr_XFr_A_lam	XFr_B_eps	Fb_XFr_B_lam	Tr_XFr_B_lam	XFr_E_eps	Fb_XFr_E_lam	Tr_XFr_E_lam	XFr_P_eps	Fb_XFr_P_lam	Tr_XFr_P_lam	XFr_G_eps	Fb_XFr_G_lam	Tr_XFr_G_lam
10	-1.915838e+02	7.340100e-02	8.668432e-02	3.697741e-01	3.896627e-01	3.042273e-01	2.909231e-01	1.018717e-01	1.094989e-01	1.507258e-01	1.081306e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.328666e-02	4.692227e-03	2.138272e-04	1.997891e-02	7.893779e-03	-2.834601e-04	-1.320349e-02	-8.803104e-03	1.027250e-03	7.529761e-03	-3.892376e-03	1.022984e-03	-4.252832e-02	1.065223e-03	-1.386964e-03
11	-1.910718e+02	7.024588e-02	8.400465e-02	3.727422e-01	3.931180e-01	3.039114e-01	2.907046e-01	1.013833e-01	1.092629e-01	1.517172e-01	1.084093e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.368804e-02	5.249421e-03	2.620436e-04	2.038502e-02	8.062859e-03	-2.504447e-04	-1.316997e-02	-8.280876e-03	1.047027e-03	7.882975e-03	-4.539876e-03	9.492941e-04	-4.343978e-02	1.519815e-03	-1.328868e-03
12	-1.918877e+02	7.610665e-02	8.885053e-02	3.688417e-01	3.885928e-01	3.039650e-01	2.904586e-01	1.024304e-01	1.096597e-01	1.486563e-01	1.066994e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.286872e-02	4.906780e-03	2.804199e-04	1.969516e-02	8.672435e-03	-2.425261e-04	-1.358853e-02	-8.452236e-03	1.031295e-03	7.066346e-03	-4.565152e-03	1.005069e-03	-4.165605e-02	6.863898e-04	-1.428902e-03
13	-1.906855e+02	7.649002e-02	8.926240e-02	3.671657e-01	3.866638e-01	3.044081e-01	2.910406e-01	1.023380e-01	1.095400e-01	1.495981e-01	1.078752e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.267813e-02	5.144720e-03	2.929497e-04	1.948460e-02	8.992260e-03	-3.030162e-04	-1.334233e-02	-8.543079e-03	1.039382e-03	7.204042e-03	-4.592797e-03	9.944095e-04	-4.177052e-02	4.195233e-04	-1.399906e-03
14	-1.907279e+02	7.743603e-02	8.994881e-02	3.660090e-01	3.853249e-01	3.045682e-01	2.912752e-01	1.024328e-01	1.095990e-01	1.495540e-01	1.079803e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.258238e-02	4.701408e-03	3.066829e-04	1.932633e-02	8.797730e-03	-2.847763e-04	-1.329181e-02	-8.572294e-03	1.047018e-03	7.231360e-03	-4.225541e-03	9.912707e-04	-4.155369e-02	8.646833e-04	-1.428010e-03
15	-1.912743e+02	7.598054e-02	8.880969e-02	3.680032e-01	3.876100e-01	3.042536e-01	2.908509e-01	1.023089e-01	1.095859e-01	1.494538e-01	1.076321e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.289948e-02	4.601654e-03	2.336924e-04	1.952573e-02	9.180671e-03	-2.667302e-04	-1.333949e-02	-8.956635e-03	1.011295e-03	7.198596e-03	-4.045270e-03	1.013491e-03	-4.184702e-02	6.158579e-04	-1.386782e-03
16	-1.908676e+02	7.305144e-02	8.637627e-02	3.704822e-01	3.904394e-01	3.040758e-01	2.907428e-01	1.018616e-01	1.093799e-01	1.505290e-01	1.079319e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.336400e-02	4.931957e-03	2.256488e-04	2.000552e-02	8.885499e-03	-2.579705e-04	-1.338004e-02	-7.451335e-03	1.052238e-03	7.495734e-03	-3.902469e-03	1.018217e-03	-4.260921e-02	1.071530e-03	-1.384968e-03
17	-1.908542e+02	7.024894e-02	8.405632e-02	3.731490e-01	3.935891e-01	3.037836e-01	2.904973e-01	1.014284e-01	1.092294e-01	1.513900e-01	1.080911e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.390112e-02	3.593161e-03	1.798233e-04	2.050435e-02	7.984283e-03	-2.866236e-04	-1.328023e-02	-7.945994e-03	1.057194e-03	7.919058e-03	-4.726326e-03	8.975191e-04	-4.335189e-02	1.157361e-03	-1.377492e-03
18	-1.936941e+02	7.922149e-02	9.215443e-02	3.676673e-01	3.873311e-01	3.036617e-01	2.897434e-01	1.030215e-01	1.100478e-01	1.464280e-01	1.055062e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.241835e-02	4.873171e-03	2.762607e-04	1.926472e-02	9.535773e-03	-2.089223e-04	-1.386362e-02	-8.046303e-03	1.043736e-03	6.604930e-03	-3.754765e-03	9.897504e-04	-4.066005e-02	-1.272586e-04	-1.419493e-03
19	-1.910737e+02	7.415111e-02	8.737586e-02	3.723151e-01	3.924648e-01	3.032781e-01	2.894698e-01	1.023307e-01	1.094262e-01	1.479250e-01	1.059381e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.334211e-02	3.822442e-03	2.400355e-04	2.009484e-02	8.500283e-03	-2.130279e-04	-1.389597e-02	-7.673433e-03	1.108327e-03	7.018975e-03	-3.808391e-03	1.032955e-03	-4.200499e-02	1.203174e-03	-1.395496e-03
20	-1.909693e+02	6.918649e-02	8.316246e-02	3.750290e-01	3.956879e-01	3.033919e-01	2.900239e-01	1.013476e-01	1.091754e-01	1.510449e-01	1.075739e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.405689e-02	3.758361e-03	1.729626e-04	2.070958e-02	7.419269e-03	-3.096514e-04	-1.332738e-02	-7.224316e-03	1.072228e-03	7.745579e-03	-3.843192e-03	9.922907e-04	-4.353511e-02	1.522851e-03	-1.368455e-03
