RTO_iter	cost	con	merit
1	1.330000e+00	1.100000e-01	2.430000e+00
2	1.686039e-01	-1.426774e-09	1.686039e-01
3	1.309480e+00	-7.760115e-01	1.309480e+00
4	4.250440e-01	-2.510313e-01	4.250440e-01
5	1.732475e-01	-6.732340e-08	1.732475e-01
6	1.454676e-01	-1.349412e-08	1.454676e-01
7	1.686039e-01	-4.308455e-09	1.686039e-01
8	1.505775e-01	-1.953712e-09	1.505775e-01
9	1.464209e-01	-6.081641e-09	1.464209e-01
10	1.455454e-01	-6.483321e-09	1.455454e-01
11	1.454070e-01	-6.699999e-09	1.454070e-01
12	1.455454e-01	-6.646070e-09	1.455454e-01
13	1.454513e-01	-6.753764e-09	1.454513e-01
14	1.454230e-01	-6.815195e-09	1.454230e-01
15	1.454135e-01	-6.843767e-09	1.454135e-01
16	1.454099e-01	-6.858121e-09	1.454099e-01
17	1.454084e-01	-6.865070e-09	1.454084e-01
18	1.454078e-01	-6.868216e-09	1.454078e-01
19	1.454087e-01	-6.867122e-09	1.454087e-01
20	1.454097e-01	-6.866029e-09	1.454097e-01
21	1.454108e-01	-6.864937e-09	1.454108e-01
22	1.454105e-01	-6.866142e-09	1.454105e-01
23	1.454113e-01	-2.490602e-09	1.454113e-01
24	1.454122e-01	-2.490307e-09	1.454122e-01
25	1.454131e-01	-6.863710e-09	1.454131e-01
