RTO_iter	u1	u2
0	1.100000e+00	1.000000e-01
1	2.793208e-01	-4.713892e-01
2	1.264678e+00	-3.008851e-01
3	7.473417e-01	-2.954449e-01
4	4.724137e-01	-3.125965e-01
5	3.732739e-01	-3.889403e-01
6	2.793195e-01	-4.713876e-01
7	3.255689e-01	-4.293196e-01
8	3.492533e-01	-4.089298e-01
9	3.612223e-01	-3.988856e-01
10	3.672368e-01	-3.938999e-01
11	3.612217e-01	-3.988859e-01
12	3.642253e-01	-3.963895e-01
13	3.657340e-01	-3.951510e-01
14	3.664855e-01	-3.945313e-01
15	3.668579e-01	-3.942234e-01
16	3.670383e-01	-3.940734e-01
17	3.666547e-01	-3.943912e-01
18	3.668351e-01	-3.942412e-01
19	3.669163e-01	-3.941730e-01
20	3.669503e-01	-3.941503e-01
21	3.668263e-01	-3.942474e-01
22	3.667047e-01	-3.943476e-01
23	3.667388e-01	-3.943249e-01
24	3.666148e-01	-3.944220e-01
25	3.664932e-01	-3.945222e-01
26	3.665242e-01	-3.944958e-01
27	3.665338e-01	-3.944876e-01
28	3.665396e-01	-3.944892e-01
29	3.664593e-01	-3.945556e-01
30	3.664619e-01	-3.945535e-01
