RTO_iter	cost	con	merit
1	1.330000e+00	1.910000e+00	3.240000e+00
2	2.081585e-01	5.324647e-01	7.406233e-01
3	1.706946e-01	-2.718211e-09	1.706946e-01
4	1.501064e-01	-5.990375e-09	1.501064e-01
5	1.462761e-01	-5.838745e-09	1.462761e-01
6	1.455653e-01	-5.891951e-09	1.455653e-01
7	1.454333e-01	-5.866337e-09	1.454333e-01
8	1.454088e-01	-5.876907e-09	1.454088e-01
9	1.454042e-01	-5.872264e-09	1.454042e-01
10	1.454034e-01	-5.874248e-09	1.454034e-01
11	1.454032e-01	-5.873390e-09	1.454032e-01
12	1.454032e-01	-5.873759e-09	1.454032e-01
13	1.454032e-01	-5.873600e-09	1.454032e-01
14	1.454032e-01	-5.873669e-09	1.454032e-01
15	1.454032e-01	-5.873639e-09	1.454032e-01
16	1.454032e-01	-5.873652e-09	1.454032e-01
17	1.454032e-01	-5.873646e-09	1.454032e-01
18	1.454032e-01	-5.873649e-09	1.454032e-01
19	1.454032e-01	-5.873648e-09	1.454032e-01
20	1.454032e-01	-5.873648e-09	1.454032e-01
21	1.454032e-01	-5.873648e-09	1.454032e-01
22	1.454032e-01	-5.873648e-09	1.454032e-01
23	1.454032e-01	-5.873648e-09	1.454032e-01
24	1.454032e-01	-5.873648e-09	1.454032e-01
25	1.454032e-01	-5.873648e-09	1.454032e-01
