RTO_iter	u1	u2
0	-1.100000e+00	-1.000000e-01
1	-1.375931e-01	-3.716119e-01
2	4.674387e-01	-3.163051e-01
3	3.275767e-01	-4.276568e-01
4	3.864241e-01	-3.783698e-01
5	3.607805e-01	-3.993499e-01
6	3.717775e-01	-3.902644e-01
7	3.670298e-01	-3.941702e-01
8	3.690735e-01	-3.924858e-01
9	3.681927e-01	-3.932112e-01
10	3.685721e-01	-3.928986e-01
11	3.684086e-01	-3.930333e-01
12	3.684791e-01	-3.929752e-01
13	3.684487e-01	-3.930002e-01
14	3.684618e-01	-3.929895e-01
15	3.684562e-01	-3.929941e-01
16	3.684586e-01	-3.929921e-01
17	3.684575e-01	-3.929930e-01
18	3.684580e-01	-3.929926e-01
19	3.684578e-01	-3.929928e-01
20	3.684579e-01	-3.929927e-01
21	3.684578e-01	-3.929927e-01
22	3.684579e-01	-3.929927e-01
23	3.684579e-01	-3.929927e-01
24	3.684579e-01	-3.929927e-01
25	3.684579e-01	-3.929927e-01
