RTO_iter	rho	tr	cost_unmodified	cost	con_unmodified	con	cost_eps	u1_cost_lam	u2_cost_lam	con_eps	u1_con_lam	u2_con_lam
0							0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	1.080141e+00	1.000000e+00	1.850000e+01	1.850000e+01	-8.750000e+00	-8.750000e+00	-8.750000e+00	-2.500000e+00	3.500000e+00	7.500000e+00	0.000000e+00	-7.980000e+00
2	1.448563e+00	2.000000e+00	1.127808e+01	6.006583e+00	-6.320178e+00	-1.343675e+00	-5.571495e+00	-2.183772e+00	2.551317e+00	5.170178e+00	0.000000e+00	-6.715089e+00
3	1.448563e+00	4.000000e+00	2.819520e+00	2.751975e+00	-1.719190e+00	-2.647078e+00	-1.392874e+00	-1.275658e+00	1.091886e+00	7.032918e-01	-2.220446e-14	-3.082633e+00
4	-1.000000e+00	4.000000e+00	7.048799e-01	6.879938e-01	6.411700e-02	-1.482036e+00	-3.482184e-01	-5.459431e-01	6.378292e-01	-4.957785e-01	-1.110223e-14	-1.637722e-01
5	-1.000000e+00	2.000000e+00	2.476242e-01	1.787537e-01	5.264393e-01	-3.259346e-08						
6	-1.000000e+00	1.000000e+00	2.476242e-01	1.787537e-01	5.264393e-01	3.678329e-09						
7	-1.000000e+00	5.000000e-01	2.476242e-01	1.787537e-01	5.264393e-01	3.681158e-09						
8	1.184004e+00	2.500000e-01	2.476242e-01	1.787537e-01	5.264393e-01	-2.859743e-08						
9	-1.000000e+00	5.000000e-01	3.523912e-01	2.042993e-01	4.031491e-01	-1.142601e-01	-1.761271e-01	-4.138651e-01	4.255666e-01	-4.851616e-01	0.000000e+00	3.645396e-01
10	-1.000000e+00	2.500000e-01	2.897260e-01	1.464358e-01	4.784789e-01	1.976314e-09						
11	-1.000000e+00	1.250000e-01	2.897260e-01	1.464358e-01	4.784789e-01	2.049824e-09						
12	-1.000000e+00	6.250000e-02	2.897260e-01	1.464358e-01	4.784789e-01	2.262001e-09						
13	1.027664e+00	3.125000e-02	2.897738e-01	1.464374e-01	4.781570e-01	1.952343e-09						
14	-1.000000e+00	6.250000e-02	3.162804e-01	1.586753e-01	4.432131e-01	-3.423676e-02	-1.580916e-01	-3.927105e-01	4.025654e-01	-4.769779e-01	0.000000e+00	4.491581e-01
15	1.005156e+00	3.125000e-02	2.891920e-01	1.451943e-01	4.813308e-01	2.187926e-09						
16	-1.000000e+00	6.250000e-02	2.905058e-01	1.455032e-01	4.760358e-01	1.792276e-09	-1.450681e-01	-3.906129e-01	3.713858e-01	-4.760689e-01	0.000000e+00	4.575483e-01
17	-1.000000e+00	3.125000e-02	2.897169e-01	1.453473e-01	4.788003e-01	2.498680e-09						
18	-1.000000e+00	1.562500e-02	2.897169e-01	1.453473e-01	4.788003e-01	2.569176e-09						
19	-1.000000e+00	7.812500e-03	2.897169e-01	1.453473e-01	4.788003e-01	2.561304e-09						
20	-1.000000e+00	3.906250e-03	2.898468e-01	1.453499e-01	4.783014e-01	2.566422e-09						
21	-1.000000e+00	1.953125e-03	2.901538e-01	1.453750e-01	4.771832e-01	7.313377e-09						
22	-1.000000e+00	9.765625e-04	2.903157e-01	1.453974e-01	4.766232e-01	2.602119e-09						
23	-1.000000e+00	4.882812e-04	2.903986e-01	1.454111e-01	4.763435e-01	2.604183e-09						
24	-1.000000e+00	2.441406e-04	2.904402e-01	1.454185e-01	4.762046e-01	7.316054e-09						
25		1.220703e-04	2.904606e-01	1.454222e-01	4.761371e-01	2.594297e-09						
