RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.744468e+02	1.205600e-01	3.965363e-01	2.704426e-01	1.086367e-01	7.975389e-02
3	-1.837023e+02	1.071186e-01	3.975129e-01	2.773903e-01	1.092949e-01	8.820068e-02
4	-1.877322e+02	9.951528e-02	3.966368e-01	2.817429e-01	1.094952e-01	9.412884e-02
5	-1.901326e+02	9.343039e-02	3.933843e-01	2.861874e-01	1.095715e-01	1.005665e-01
6	-1.904598e+02	9.179453e-02	3.932675e-01	2.870271e-01	1.095400e-01	1.019205e-01
7	-1.905740e+02	9.106992e-02	3.932828e-01	2.873672e-01	1.095212e-01	1.024874e-01
8	-1.905633e+02	9.083139e-02	3.938879e-01	2.872222e-01	1.095007e-01	1.023311e-01
9	-1.908520e+02	8.932939e-02	3.919823e-01	2.887452e-01	1.094940e-01	1.046357e-01
10	-1.909801e+02	8.738177e-02	3.895302e-01	2.906844e-01	1.094535e-01	1.076660e-01
11	-1.909292e+02	8.627129e-02	3.881814e-01	2.917554e-01	1.094139e-01	1.093914e-01
12	-1.909479e+02	8.655886e-02	3.883872e-01	2.915389e-01	1.094268e-01	1.090280e-01
13	-1.908658e+02	8.588157e-02	3.870793e-01	2.923901e-01	1.094026e-01	1.103774e-01
14	-1.908108e+02	8.558177e-02	3.864495e-01	2.927862e-01	1.093902e-01	1.110088e-01
15	-1.908335e+02	8.559815e-02	3.868846e-01	2.925985e-01	1.093880e-01	1.107338e-01
16	-1.907898e+02	8.532795e-02	3.865248e-01	2.928689e-01	1.093748e-01	1.111791e-01
17	-1.907419e+02	8.504483e-02	3.862170e-01	2.931229e-01	1.093597e-01	1.116052e-01
18	-1.909560e+02	8.661222e-02	3.886900e-01	2.913882e-01	1.094262e-01	1.088036e-01
19	-1.909695e+02	8.682993e-02	3.891380e-01	2.911015e-01	1.094320e-01	1.083564e-01
20	-1.908936e+02	8.591023e-02	3.877518e-01	2.920977e-01	1.093985e-01	1.099512e-01
