RTO_iter	cost	con	merit
1	2.250000e+00	-1.250000e+00	2.250000e+00
2	6.290459e-01	-7.444765e-01	6.290459e-01
3	7.389237e-03	7.480257e-01	7.389237e-03
4	4.142861e-01	2.969111e+00	4.142861e-01
5	7.948146e-02	1.772921e+00	7.948146e-02
6	1.059630e-02	1.239062e+00	1.059630e-02
7	7.830053e-04	9.881909e-01	7.830053e-04
8	1.562504e-02	1.068286e+00	1.562504e-02
9	2.353711e-03	1.026473e+00	2.353711e-03
10	1.057789e-04	1.006891e+00	1.057789e-04
11	7.835598e-04	9.844769e-01	7.835598e-04
12	7.847589e-05	9.955597e-01	7.847589e-05
13	7.825432e-04	9.832332e-01	7.825432e-04
14	3.391030e-04	9.893628e-01	3.391030e-04
15	1.859591e-04	9.924522e-01	1.859591e-04
16	1.265490e-04	9.940025e-01	1.265490e-04
17	1.011704e-04	9.947776e-01	1.011704e-04
18	8.963367e-05	9.951626e-01	8.963367e-05
19	8.428550e-05	9.953496e-01	8.428550e-05
20	8.192240e-05	9.954341e-01	8.192240e-05
21	8.103054e-05	9.954664e-01	8.103054e-05
22	8.075345e-05	9.954764e-01	8.075345e-05
23	8.067373e-05	9.954793e-01	8.067373e-05
24	8.065470e-05	9.954800e-01	8.065470e-05
25	8.064991e-05	9.954802e-01	8.064991e-05
26	8.064871e-05	9.954802e-01	8.064871e-05
27	8.064841e-05	9.954802e-01	8.064841e-05
28	8.064834e-05	9.954802e-01	8.064834e-05
29	8.064832e-05	9.954802e-01	8.064832e-05
30	8.064832e-05	9.954802e-01	8.064832e-05
