RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.351212e+00	8.012727e+01
2	4.531447e+00	8.314200e+01
3	4.640527e+00	8.513045e+01
4	4.729285e+00	8.762238e+01
5	4.742129e+00	8.762287e+01
6	4.697593e+00	8.719924e+01
7	4.724080e+00	8.688538e+01
8	4.724203e+00	8.770415e+01
9	4.787076e+00	8.920574e+01
10	4.817260e+00	9.007177e+01
11	4.780250e+00	8.967956e+01
12	4.770321e+00	9.017230e+01
13	4.762392e+00	9.036535e+01
14	4.782956e+00	9.032531e+01
15	4.804474e+00	9.062132e+01
16	4.826699e+00	9.094476e+01
17	4.774269e+00	8.943352e+01
18	4.812871e+00	8.938442e+01
19	4.837460e+00	9.025746e+01
20	4.838787e+00	9.032129e+01
