RTO_iter	profit	XFr_A_unmodified	XFr_A	XFr_B_unmodified	XFr_B	XFr_E_unmodified	XFr_E	XFr_P_unmodified	XFr_P	XFr_G_unmodified	XFr_G	Ka1	Ka2	Kb1	Kb2	XFr_A_eps	Fb_XFr_A_lam	Tr_XFr_A_lam	XFr_B_eps	Fb_XFr_B_lam	Tr_XFr_B_lam	XFr_E_eps	Fb_XFr_E_lam	Tr_XFr_E_lam	XFr_P_eps	Fb_XFr_P_lam	Tr_XFr_P_lam	XFr_G_eps	Fb_XFr_G_lam	Tr_XFr_G_lam
10	-2.096002e+02	6.226519e-02	7.898098e-02	3.788994e-01	4.011175e-01	3.033496e-01	2.905253e-01	9.976924e-02	1.112217e-01	1.557166e-01	1.081225e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.496936e-02	3.830086e-03	1.890108e-05	2.134788e-02	4.376119e-03	-4.100198e-04	-1.239503e-02	-1.069207e-02	9.885418e-04	8.890815e-03	-2.705468e-03	1.133877e-03	-4.553260e-02	2.449303e-03	-1.354369e-03
11	-1.933149e+02	4.835524e-02	6.472378e-02	3.917283e-01	4.130348e-01	3.009084e-01	2.885642e-01	9.617722e-02	1.084390e-01	1.628309e-01	1.130006e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.632909e-02	5.971503e-03	1.703599e-04	2.183761e-02	4.874279e-03	-3.190935e-04	-1.056904e-02	-8.421550e-03	1.067107e-03	1.117990e-02	-5.199086e-03	8.076240e-04	-4.946506e-02	4.250933e-03	-1.028312e-03
12	-2.024243e+02	7.018032e-02	8.250483e-02	3.739765e-01	3.951652e-01	3.035370e-01	2.911396e-01	1.014996e-01	1.106997e-01	1.508065e-01	1.050645e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.383938e-02	4.500615e-03	2.757374e-04	2.061497e-02	7.226451e-03	-2.542291e-04	-1.342251e-02	-9.135372e-03	1.001543e-03	7.632697e-03	-5.382169e-03	1.059241e-03	-4.318027e-02	1.120599e-03	-1.517953e-03
13	-1.913134e+02	7.469616e-02	8.771991e-02	3.650423e-01	3.846949e-01	3.054330e-01	2.928882e-01	1.016605e-01	1.095765e-01	1.531680e-01	1.105752e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.278775e-02	5.768480e-03	3.452145e-04	1.939576e-02	8.959980e-03	-4.747769e-04	-1.267480e-02	-9.775000e-03	1.029783e-03	7.794560e-03	-5.506466e-03	1.021757e-03	-4.268568e-02	-3.201039e-04	-1.423597e-03
14	-1.910526e+02	7.994122e-02	9.171932e-02	3.592524e-01	3.779476e-01	3.061099e-01	2.937601e-01	1.022342e-01	1.098328e-01	1.524623e-01	1.110380e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.199430e-02	4.173850e-03	4.075543e-04	1.843617e-02	8.430585e-03	-3.935716e-04	-1.249153e-02	-1.003207e-02	1.058652e-03	7.612699e-03	-4.028541e-03	1.010332e-03	-4.141919e-02	1.223517e-03	-1.541920e-03
15	-1.918092e+02	7.496314e-02	8.779069e-02	3.662140e-01	3.854891e-01	3.050184e-01	2.919381e-01	1.018615e-01	1.096438e-01	1.519430e-01	1.096155e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.303068e-02	3.843251e-03	1.215383e-04	1.933880e-02	1.006969e-02	-3.143209e-04	-1.279024e-02	-1.164727e-02	9.135184e-04	7.586860e-03	-3.329028e-03	1.100403e-03	-4.242995e-02	1.761712e-04	-1.383940e-03
16	-1.934856e+02	6.148131e-02	7.601042e-02	3.772775e-01	3.986754e-01	3.039710e-01	2.904217e-01	9.934312e-02	1.091894e-01	1.579271e-01	1.114660e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.503179e-02	4.956416e-03	6.805436e-05	2.102900e-02	8.578093e-03	-3.016841e-04	-1.218841e-02	-5.420355e-03	1.079477e-03	9.237346e-03	-2.732290e-03	1.108133e-03	-4.609856e-02	2.230838e-03	-1.339884e-03
17	-1.920928e+02	4.845757e-02	6.544386e-02	3.913561e-01	4.143336e-01	3.010180e-01	2.906374e-01	9.617931e-02	1.082563e-01	1.629890e-01	1.130842e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.671805e-02	-5.952548e-04	-1.579474e-04	2.196025e-02	4.642840e-03	-4.612176e-04	-1.063190e-02	-7.131189e-03	1.103740e-03	1.136635e-02	-5.940463e-03	5.977847e-04	-4.939565e-02	2.714106e-03	-1.220643e-03
18	-2.216538e+02	7.725596e-02	9.551112e-02	3.716663e-01	3.941621e-01	3.028276e-01	2.884489e-01	1.029956e-01	1.136202e-01	1.452545e-01	1.032067e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.286814e-02	3.881620e-03	2.312704e-04	1.981611e-02	9.983856e-03	-1.492837e-04	-1.423771e-02	-7.088872e-03	1.054586e-03	6.466695e-03	-2.109114e-03	9.907740e-04	-4.085632e-02	-1.594366e-03	-1.453823e-03
19	-1.954927e+02	6.150413e-02	7.667066e-02	3.901915e-01	4.137058e-01	2.998688e-01	2.858271e-01	1.006839e-01	1.092228e-01	1.477516e-01	1.019091e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.551532e-02	6.631834e-05	9.796266e-05	2.227771e-02	6.374610e-03	-1.550754e-04	-1.430580e-02	-5.887583e-03	1.314876e-03	7.613506e-03	-2.307806e-03	1.164283e-03	-4.450742e-02	3.244645e-03	-1.357026e-03
20	-1.945865e+02	4.718499e-02	6.312717e-02	4.021153e-01	4.260194e-01	2.976809e-01	2.866966e-01	9.675132e-02	1.083381e-01	1.562675e-01	1.073261e-01	2.189000e+08	4.310000e+13	8.077600e+03	1.243800e+04	1.695647e-02	3.160847e-04	-1.699568e-04	2.277665e-02	2.733494e-03	-5.419505e-04	-1.168435e-02	-4.444819e-03	1.171988e-03	1.013008e-02	-2.404662e-03	9.894201e-04	-4.853137e-02	3.865756e-03	-1.209979e-03
