RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.057930e+00	7.913166e+01
2	4.139164e+00	8.150552e+01
3	4.333306e+00	8.362275e+01
4	4.613295e+00	8.716041e+01
5	4.561623e+00	8.670237e+01
6	4.030604e+00	8.369227e+01
7	4.236834e+00	8.370689e+01
8	4.197076e+00	8.428179e+01
9	4.725037e+00	8.797719e+01
10	5.005757e+00	9.045672e+01
11	4.643462e+00	8.883502e+01
12	4.580690e+00	8.906346e+01
13	4.530835e+00	8.890620e+01
14	4.710544e+00	8.943491e+01
15	4.926018e+00	9.078428e+01
16	5.162252e+00	9.240584e+01
17	4.529055e+00	8.829328e+01
18	4.975789e+00	8.975438e+01
19	5.249721e+00	9.224285e+01
20	5.314041e+00	9.293012e+01
