RTO_iter	rho	tr	cost_unmodified	cost	con_unmodified	con	cost_eps	u1_cost_lam	u2_cost_lam	con_eps	u1_con_lam	u2_con_lam
0							0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1	7.016998e-01	1.000000e+00	-1.850000e+01	-1.850000e+01	3.750000e+00	3.750000e+00	2.825000e+01	1.152000e+01	-6.480000e+00	-5.000000e+00	0.000000e+00	2.000000e+00
2	6.489902e-01	1.000000e+00	-1.129165e+01	3.993867e+00	3.241297e+00	-1.136348e+00	1.700257e+01	8.029769e+00	-6.185643e+00	-4.377646e+00	0.000000e+00	2.000000e+00
3	5.552725e-01	1.000000e+00	-5.653275e+00	1.267592e+00	2.069476e+00	-1.258026e+00	8.480520e+00	5.150611e+00	-4.936412e+00	-3.327501e+00	0.000000e+00	2.000000e+00
4	2.471447e-01	1.000000e+00	-1.900478e+00	-5.524847e-01	1.013703e+00	-9.616189e-01	2.851052e+00	2.879424e+00	-2.968872e+00	-1.975322e+00	0.000000e+00	2.000000e+00
5	-8.493310e-02	1.000000e+00	-5.225298e-01	-1.011749e+00	1.437012e+00	9.091650e-09	9.881261e-01	-3.815509e-01	-2.774786e+00	-1.437012e+00	0.000000e+00	2.000000e+00
6	3.391029e-01	5.000000e-01	-7.255139e-01	-1.805013e+00	1.581617e-01	2.434308e-09						
7	-9.622908e-01	5.000000e-01	-3.001332e-01	-4.581961e-01	7.044699e-01	1.866550e-09	4.524689e-01	1.346163e+00	-9.693402e-01	-7.044699e-01	0.000000e+00	2.000000e+00
8	-4.365508e-01	2.500000e-01	-5.225298e-01	-1.732007e-01	1.437012e+00	4.930723e-09						
9	2.549719e-02	1.250000e-01	-3.222558e-01	3.881608e-02	1.035855e+00	3.484539e-09						
10	-3.238211e-02	1.250000e-01	-2.906617e-01	1.087912e-01	8.632523e-01	2.701456e-09	4.418870e-01	8.805691e-01	-1.383456e+00	-8.632523e-01	0.000000e+00	2.000000e+00
11	4.213236e-01	6.250000e-02	-3.001332e-01	1.169392e-01	7.044699e-01	2.532924e-09						
12	-1.020266e+00	6.250000e-02	-2.904140e-01	1.374387e-01	7.823257e-01	2.797346e-09	4.358307e-01	1.111568e+00	-1.173969e+00	-7.823257e-01	0.000000e+00	2.000000e+00
13	-6.465616e-01	3.125000e-02	-2.906617e-01	1.397235e-01	8.632523e-01	2.993175e-09						
14	-3.156284e-01	1.562500e-02	-2.892762e-01	1.434041e-01	8.223838e-01	2.859391e-09						
15	-7.559566e-02	7.812500e-03	-2.895318e-01	1.446200e-01	8.022562e-01	2.729119e-09						
16	7.383909e-02	3.906250e-03	-2.898948e-01	1.450708e-01	7.922671e-01	2.692293e-09						
17	-3.450113e-01	3.906250e-03	-2.901349e-01	1.452569e-01	7.872916e-01	2.673911e-09	4.355398e-01	1.097016e+00	-1.186918e+00	-7.872916e-01	0.000000e+00	2.000000e+00
18	-2.467239e-01	1.953125e-03	-2.898947e-01	1.452948e-01	7.922695e-01	2.702695e-09						
19	-1.928773e-01	9.765625e-04	-2.900098e-01	1.453531e-01	7.897814e-01	2.693871e-09						
20	-1.648373e-01	4.882812e-04	-2.900709e-01	1.453797e-01	7.885409e-01	2.689044e-09						
21	1.000000e+00	2.441406e-04	-2.901021e-01	1.453924e-01	7.879257e-01	2.686799e-09						
22	-1.918262e-01	2.441406e-04	-2.901174e-01	1.453983e-01	7.876272e-01	2.685702e-09	4.355234e-01	1.096034e+00	-1.187792e+00	-7.876271e-01	0.000000e+00	2.000000e+00
23	1.000000e+00	1.220703e-04	-2.901002e-01	1.453995e-01	7.879628e-01	2.687633e-09						
24	1.000000e+00	1.220703e-04	-2.901071e-01	1.454021e-01	7.878278e-01	2.687139e-09	4.355137e-01	1.095447e+00	-1.188315e+00	-7.878278e-01	0.000000e+00	2.000000e+00
25	1.000000e+00	1.220703e-04	-2.900968e-01	1.454029e-01	7.880286e-01	2.688293e-09	4.355042e-01	1.094860e+00	-1.188838e+00	-7.880286e-01	0.000000e+00	2.000000e+00
26	1.000000e+00	1.220703e-04	-2.900866e-01	1.454038e-01	7.882293e-01	2.689445e-09	4.354949e-01	1.094274e+00	-1.189362e+00	-7.882293e-01	0.000000e+00	2.000000e+00
27	-2.960581e-01	1.220703e-04	-2.900765e-01	1.454047e-01	7.884300e-01	2.690597e-09	4.354857e-01	1.093687e+00	-1.189885e+00	-7.884300e-01	0.000000e+00	2.000000e+00
28	1.000000e+00	6.103516e-05	-2.900664e-01	1.454058e-01	7.886308e-01	2.691747e-09						
29	1.000000e+00	6.103516e-05	-2.900690e-01	1.454067e-01	7.885791e-01	2.691559e-09	4.354789e-01	1.093251e+00	-1.190273e+00	-7.885791e-01	0.000000e+00	2.000000e+00
30		6.103516e-05	-2.900615e-01	1.454075e-01	7.887281e-01	2.692412e-09	4.354723e-01	1.092816e+00	-1.190661e+00	-7.887281e-01	0.000000e+00	2.000000e+00
