2.000000e+01	1.511111e+01	1.111111e+01	8.000000e+00	5.777778e+00	4.444444e+00	4.000000e+00	4.444444e+00	5.777778e+00	8.000000e+00
1.777778e+01	1.288889e+01	8.888889e+00	5.777778e+00	3.555556e+00	2.222222e+00	1.777778e+00	2.222222e+00	3.555556e+00	5.777778e+00
1.644444e+01	1.155556e+01	7.555556e+00	4.444444e+00	2.222222e+00	8.888889e-01	4.444444e-01	8.888889e-01	2.222222e+00	4.444444e+00
1.600000e+01	1.111111e+01	7.111111e+00	4.000000e+00	1.777778e+00	4.444444e-01	0.000000e+00	4.444444e-01	1.777778e+00	4.000000e+00
1.644444e+01	1.155556e+01	7.555556e+00	4.444444e+00	2.222222e+00	8.888889e-01	4.444444e-01	8.888889e-01	2.222222e+00	4.444444e+00
1.777778e+01	1.288889e+01	8.888889e+00	5.777778e+00	3.555556e+00	2.222222e+00	1.777778e+00	2.222222e+00	3.555556e+00	5.777778e+00
2.000000e+01	1.511111e+01	1.111111e+01	8.000000e+00	5.777778e+00	4.444444e+00	4.000000e+00	4.444444e+00	5.777778e+00	8.000000e+00
2.311111e+01	1.822222e+01	1.422222e+01	1.111111e+01	8.888889e+00	7.555556e+00	7.111111e+00	7.555556e+00	8.888889e+00	1.111111e+01
2.711111e+01	2.222222e+01	1.822222e+01	1.511111e+01	1.288889e+01	1.155556e+01	1.111111e+01	1.155556e+01	1.288889e+01	1.511111e+01
3.200000e+01	2.711111e+01	2.311111e+01	2.000000e+01	1.777778e+01	1.644444e+01	1.600000e+01	1.644444e+01	1.777778e+01	2.000000e+01
