2.800000e+01	2.177778e+01	1.644444e+01	1.200000e+01	8.444444e+00	5.777778e+00	4.000000e+00	3.111111e+00	3.111111e+00	4.000000e+00
2.311111e+01	1.733333e+01	1.244444e+01	8.444444e+00	5.333333e+00	3.111111e+00	1.777778e+00	1.333333e+00	1.777778e+00	3.111111e+00
1.911111e+01	1.377778e+01	9.333333e+00	5.777778e+00	3.111111e+00	1.333333e+00	4.444444e-01	4.444444e-01	1.333333e+00	3.111111e+00
1.600000e+01	1.111111e+01	7.111111e+00	4.000000e+00	1.777778e+00	4.444444e-01	0.000000e+00	4.444444e-01	1.777778e+00	4.000000e+00
1.377778e+01	9.333333e+00	5.777778e+00	3.111111e+00	1.333333e+00	4.444444e-01	4.444444e-01	1.333333e+00	3.111111e+00	5.777778e+00
1.244444e+01	8.444444e+00	5.333333e+00	3.111111e+00	1.777778e+00	1.333333e+00	1.777778e+00	3.111111e+00	5.333333e+00	8.444444e+00
1.200000e+01	8.444444e+00	5.777778e+00	4.000000e+00	3.111111e+00	3.111111e+00	4.000000e+00	5.777778e+00	8.444444e+00	1.200000e+01
1.244444e+01	9.333333e+00	7.111111e+00	5.777778e+00	5.333333e+00	5.777778e+00	7.111111e+00	9.333333e+00	1.244444e+01	1.644444e+01
1.377778e+01	1.111111e+01	9.333333e+00	8.444444e+00	8.444444e+00	9.333333e+00	1.111111e+01	1.377778e+01	1.733333e+01	2.177778e+01
1.600000e+01	1.377778e+01	1.244444e+01	1.200000e+01	1.244444e+01	1.377778e+01	1.600000e+01	1.911111e+01	2.311111e+01	2.800000e+01
