RTO_iter	cost	con	merit
1	1.330000e+00	1.910000e+00	2.043000e+01
2	1.080908e+00	1.891530e+00	1.999621e+01
3	6.648394e-01	1.858730e+00	1.925214e+01
4	3.572159e-01	1.821380e+00	1.857102e+01
5	1.554556e-01	1.780124e+00	1.795670e+01
6	5.094303e-02	1.659443e+00	1.664537e+01
7	1.338654e-02	9.155174e-01	9.168560e+00
8	1.381855e-01	8.769201e-01	8.907386e+00
9	1.362897e-02	8.684303e-01	8.697932e+00
10	1.402187e-01	8.602650e-01	8.742869e+00
11	2.017031e-02	8.463966e-01	8.484136e+00
12	1.424492e-02	8.166383e-01	8.180628e+00
13	2.401431e-02	7.959020e-01	7.983034e+00
14	1.550237e-02	7.675860e-01	7.691362e+00
15	2.833629e-02	7.481094e-01	7.509430e+00
16	1.731798e-02	7.212149e-01	7.229467e+00
17	3.305280e-02	7.029587e-01	7.062639e+00
18	1.961101e-02	6.774618e-01	6.794229e+00
19	3.808385e-02	6.603843e-01	6.641927e+00
20	2.230402e-02	6.362580e-01	6.384884e+00
21	4.335366e-02	6.203157e-01	6.246510e+00
22	2.532355e-02	5.975295e-01	6.000619e+00
23	4.879119e-02	5.826775e-01	5.875566e+00
24	2.860060e-02	5.611978e-01	5.640579e+00
25	5.433076e-02	5.473898e-01	5.528229e+00
26	3.207117e-02	5.271799e-01	5.303871e+00
27	5.991248e-02	5.143686e-01	5.203598e+00
28	3.567664e-02	4.953887e-01	4.989564e+00
29	6.548251e-02	4.835261e-01	4.900743e+00
30	3.936401e-02	4.657337e-01	4.696701e+00
