RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.629856e+02	1.372518e-01	3.882161e-01	2.646601e-01	1.077762e-01	7.366160e-02
3	-1.710152e+02	1.295424e-01	3.860497e-01	2.701929e-01	1.086341e-01	7.938693e-02
4	-1.765678e+02	1.233471e-01	3.844706e-01	2.744383e-01	1.091738e-01	8.413587e-02
5	-1.804808e+02	1.182648e-01	3.833392e-01	2.777603e-01	1.095130e-01	8.810138e-02
6	-1.832876e+02	1.139961e-01	3.826046e-01	2.803935e-01	1.097218e-01	9.142487e-02
7	-1.853390e+02	1.103058e-01	3.822750e-01	2.824906e-01	1.098424e-01	9.420871e-02
8	-1.868538e+02	1.070372e-01	3.824126e-01	2.841274e-01	1.098995e-01	9.649269e-02
9	-1.879743e+02	1.041529e-01	3.828754e-01	2.853997e-01	1.099140e-01	9.835738e-02
10	-1.888048e+02	1.016294e-01	3.834812e-01	2.864087e-01	1.099025e-01	9.990546e-02
11	-1.894195e+02	9.943303e-02	3.841254e-01	2.872237e-01	1.098755e-01	1.012090e-01
12	-1.898727e+02	9.752730e-02	3.847509e-01	2.878926e-01	1.098399e-01	1.023191e-01
13	-1.902049e+02	9.587661e-02	3.853291e-01	2.884491e-01	1.098002e-01	1.032730e-01
14	-1.904466e+02	9.444804e-02	3.858477e-01	2.889173e-01	1.097593e-01	1.040981e-01
15	-1.906206e+02	9.321203e-02	3.863042e-01	2.893148e-01	1.097190e-01	1.048152e-01
16	-1.907442e+02	9.214254e-02	3.867012e-01	2.896547e-01	1.096805e-01	1.054405e-01
17	-1.908305e+02	9.121689e-02	3.870435e-01	2.899469e-01	1.096445e-01	1.059869e-01
18	-1.908894e+02	9.041541e-02	3.873372e-01	2.901991e-01	1.096112e-01	1.064651e-01
19	-1.909282e+02	8.972113e-02	3.875884e-01	2.904175e-01	1.095808e-01	1.068838e-01
20	-1.909524e+02	8.911943e-02	3.878030e-01	2.906070e-01	1.095533e-01	1.072505e-01
