RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.129725e+00	7.809473e+01
2	4.253037e+00	8.069944e+01
3	4.362717e+00	8.283352e+01
4	4.454886e+00	8.452586e+01
5	4.529041e+00	8.582742e+01
6	4.586922e+00	8.680427e+01
7	4.631216e+00	8.752460e+01
8	4.664703e+00	8.804944e+01
9	4.689838e+00	8.842887e+01
10	4.708627e+00	8.870184e+01
11	4.722644e+00	8.889764e+01
12	4.733093e+00	8.903788e+01
13	4.740882e+00	8.913828e+01
14	4.746691e+00	8.921017e+01
15	4.751027e+00	8.926168e+01
16	4.754267e+00	8.929862e+01
17	4.756690e+00	8.932515e+01
18	4.758505e+00	8.934424e+01
19	4.759865e+00	8.935799e+01
20	4.760886e+00	8.936792e+01
