RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.085699e+00	7.762661e+01
2	4.173787e+00	7.975758e+01
3	4.258134e+00	8.150072e+01
4	4.335329e+00	8.293398e+01
5	4.403897e+00	8.411640e+01
6	4.463576e+00	8.509410e+01
7	4.514793e+00	8.590381e+01
8	4.558317e+00	8.657522e+01
9	4.595044e+00	8.713244e+01
10	4.625883e+00	8.759523e+01
11	4.651686e+00	8.797981e+01
12	4.673223e+00	8.829955e+01
13	4.691167e+00	8.856548e+01
14	4.706101e+00	8.878673e+01
15	4.718521e+00	8.897084e+01
16	4.728844e+00	8.912410e+01
17	4.737423e+00	8.925168e+01
18	4.744552e+00	8.935792e+01
19	4.750477e+00	8.944639e+01
20	4.755400e+00	8.952007e+01
