RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.654220e+02	1.363307e-01	3.848124e-01	2.668192e-01	1.081189e-01	7.587205e-02
3	-1.742482e+02	1.274665e-01	3.817474e-01	2.733661e-01	1.090489e-01	8.290255e-02
4	-1.798727e+02	1.201857e-01	3.806262e-01	2.779295e-01	1.095425e-01	8.826688e-02
5	-1.835424e+02	1.142307e-01	3.805752e-01	2.811675e-01	1.097914e-01	9.237695e-02
6	-1.859746e+02	1.093704e-01	3.810717e-01	2.835057e-01	1.099019e-01	9.555278e-02
7	-1.876028e+02	1.054056e-01	3.818121e-01	2.852235e-01	1.099345e-01	9.803192e-02
8	-1.886996e+02	1.021690e-01	3.826257e-01	2.865067e-01	1.099242e-01	9.998753e-02
9	-1.894411e+02	9.952357e-02	3.834212e-01	2.874805e-01	1.098918e-01	1.015454e-01
10	-1.899433e+02	9.735759e-02	3.841534e-01	2.882302e-01	1.098493e-01	1.027973e-01
11	-1.902835e+02	9.558105e-02	3.848039e-01	2.888151e-01	1.098039e-01	1.038109e-01
12	-1.905138e+02	9.412134e-02	3.853690e-01	2.892767e-01	1.097594e-01	1.046368e-01
13	-1.906693e+02	9.291996e-02	3.858524e-01	2.896447e-01	1.097179e-01	1.053132e-01
14	-1.907740e+02	9.192966e-02	3.862619e-01	2.899406e-01	1.096805e-01	1.058696e-01
15	-1.908441e+02	9.111220e-02	3.866062e-01	2.901803e-01	1.096473e-01	1.063286e-01
16	-1.908907e+02	9.043658e-02	3.868943e-01	2.903755e-01	1.096183e-01	1.067084e-01
17	-1.909215e+02	8.987757e-02	3.871346e-01	2.905353e-01	1.095933e-01	1.070232e-01
18	-1.909415e+02	8.941459e-02	3.873344e-01	2.906667e-01	1.095718e-01	1.072846e-01
19	-1.909543e+02	8.903081e-02	3.875004e-01	2.907750e-01	1.095535e-01	1.075019e-01
20	-1.909622e+02	8.871245e-02	3.876382e-01	2.908645e-01	1.095380e-01	1.076827e-01
