RTO_iter	profit	XFr_A	XFr_B	XFr_E	XFr_P	XFr_G
1	-1.510994e+02	1.470612e-01	3.912356e-01	2.572541e-01	1.063945e-01	6.669748e-02
2	-1.620785e+02	1.398157e-01	3.848301e-01	2.647457e-01	1.077710e-01	7.380537e-02
3	-1.696955e+02	1.332745e-01	3.810236e-01	2.703771e-01	1.086453e-01	7.962970e-02
4	-1.751245e+02	1.274366e-01	3.789753e-01	2.746506e-01	1.092005e-01	8.437445e-02
5	-1.790764e+02	1.222741e-01	3.780865e-01	2.779243e-01	1.095494e-01	8.823829e-02
6	-1.819982e+02	1.177393e-01	3.779408e-01	2.804560e-01	1.097631e-01	9.139470e-02
7	-1.841819e+02	1.137743e-01	3.782536e-01	2.824325e-01	1.098873e-01	9.398683e-02
8	-1.858262e+02	1.103177e-01	3.788334e-01	2.839901e-01	1.099520e-01	9.612926e-02
9	-1.870704e+02	1.073095e-01	3.795535e-01	2.852292e-01	1.099772e-01	9.791223e-02
10	-1.880148e+02	1.046937e-01	3.803313e-01	2.862242e-01	1.099767e-01	9.940629e-02
11	-1.887329e+02	1.024196e-01	3.811146e-01	2.870303e-01	1.099597e-01	1.006665e-01
12	-1.892794e+02	1.004423e-01	3.818713e-01	2.876892e-01	1.099326e-01	1.017361e-01
13	-1.896954e+02	9.872215e-02	3.825831e-01	2.882322e-01	1.098998e-01	1.026488e-01
14	-1.900119e+02	9.722484e-02	3.832404e-01	2.886831e-01	1.098644e-01	1.034316e-01
15	-1.902525e+02	9.592053e-02	3.838396e-01	2.890604e-01	1.098282e-01	1.041058e-01
16	-1.904351e+02	9.478350e-02	3.843806e-01	2.893780e-01	1.097927e-01	1.046887e-01
17	-1.905734e+02	9.379153e-02	3.848655e-01	2.896470e-01	1.097587e-01	1.051943e-01
18	-1.906779e+02	9.292546e-02	3.852980e-01	2.898761e-01	1.097267e-01	1.056340e-01
19	-1.907566e+02	9.216876e-02	3.856821e-01	2.900722e-01	1.096970e-01	1.060173e-01
20	-1.908157e+02	9.150718e-02	3.860222e-01	2.902406e-01	1.096696e-01	1.063521e-01
