RTO_iter	Fb	Tr
0	4.000000e+00	7.500000e+01
1	4.025473e+00	7.697424e+01
2	4.067443e+00	7.869109e+01
3	4.119122e+00	8.018275e+01
4	4.175282e+00	8.147627e+01
5	4.232191e+00	8.259513e+01
6	4.287362e+00	8.356017e+01
7	4.339262e+00	8.439016e+01
8	4.387047e+00	8.510205e+01
9	4.430350e+00	8.571117e+01
10	4.469124e+00	8.623122e+01
11	4.503519e+00	8.667443e+01
12	4.533806e+00	8.705160e+01
13	4.560318e+00	8.737217e+01
14	4.583414e+00	8.764439e+01
15	4.603455e+00	8.787538e+01
16	4.620787e+00	8.807129e+01
17	4.635735e+00	8.823736e+01
18	4.648597e+00	8.837812e+01
19	4.659642e+00	8.849740e+01
20	4.669111e+00	8.859846e+01
